         27591 function calls (26769 primitive calls) in 0.792 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       39    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:350(expanduser)
       22    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:168(__add__)
       13    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:299(helper)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:311(_acquire_restore)
        2    0.000    0.000    0.006    0.003 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\frame.py:7782(melt)
        1    0.000    0.000    0.003    0.003 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\passif\ops\MpPassifEpInitProj.py:12(mpPassifEpInitProjBuild)
      116    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:975(release)
       13    0.000    0.000    0.008    0.001 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py:164(match)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:420(_from_parsed_parts)
       13    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:141(__exit__)
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:4518(rename)
      6/2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:178(getwidth)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:202(__get__)
      161    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:207(__invert__)
      125    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       22    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dependencies.py:199(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:511(_compile_info)
       29    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\encodings\cp1252.py:18(encode)
       14    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:77(is_bool_sequence)
        6    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:1533(enumerate)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:380(with_segments)
        1    0.000    0.000    0.007    0.007 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\frame.py:9385(unique)
       24    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\queue.py:209(_qsize)
        3    0.000    0.000    0.000    0.000 {method 'sort_by_exprs' of 'builtins.PyLazyFrame' objects}
        4    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:30(then)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:197(__ge__)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\getitem.py:117(get_df_item_by_key)
        2    0.000    0.000    0.009    0.004 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\group_by.py:748(sum)
       12    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:261(get)
       28    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:1164(__new__)
       14    0.000    0.000    0.000    0.000 {method 'eq' of 'builtins.PyExpr' objects}
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:271(__truediv__)
       14    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:64(_is_generator)
        6    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:5539(explode)
       58    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       13    0.000    0.000    0.008    0.001 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\io\_utils.py:266(looks_like_url)
       58    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:447(usesTime)
        1    0.000    0.000    0.001    0.001 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\DaoFs.py:100(getLoggingHandler)
       13    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:104(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method new_opt_i64}
        6    0.000    0.000    0.000    0.000 {method 'rename' of 'builtins.PyLazyFrame' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1206(__init__)
        6    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\parse_expr_input.py:192(parse_when_inputs)
       29    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:488(extend_bool)
       28    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:2987(<genexpr>)
       87    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       10    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:263(__sub__)
       27    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:168(__getitem__)
        5    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:255(__pow__)
        7    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:172(__radd__)
       14    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:99(is_sequence)
       32    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:1483(current_thread)
        1    0.000    0.000    0.005    0.005 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:740(compile)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\s2\expr\S2Expr.py:79(calcMtVmChocEquity)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:236(__ne__)
        1    0.000    0.000    0.005    0.005 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\actifs\ops\PrdAdActifs.py:6(prdAdActifBuild)
       65    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\actifs\events\InitProjActif.py:11(initProjActif)
       31    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       52    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\io\_utils.py:281(<genexpr>)
      119    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\typing.py:2173(cast)
       22    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:302(__exit__)
       13    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:132(__enter__)
       29    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:170(<lambda>)
        5    0.000    0.000    0.000    0.000 {method 'pow' of 'builtins.PyExpr' objects}
        2    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\group_by.py:26(agg)
       70    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:292(ismodule)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:98(closegroup)
        2    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:3177(group_by)
        1    0.000    0.000    0.000    0.000 {method 'unique' of 'builtins.PyLazyFrame' objects}
       14    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\construction\utils.py:68(get_first_non_none)
      123    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\io\_utils.py:280(is_glob_pattern)
        5    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\_collections_abc.py:104(_check_methods)
        4    0.000    0.000    0.000    0.000 {method 'then' of 'builtins.PyWhen' objects}
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.127    0.127 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadPassifEp.py:14(loadFsHypPassifEp)
        1    0.000    0.000    0.004    0.004 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:969(parse)
       43    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       13    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:838(__repr__)
        1    0.000    0.000    0.070    0.070 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadFsGse.py:9(loadFsGseCtRef)
        1    0.000    0.000    0.005    0.005 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\passif\events\InitS2Passif.py:11(initS2PassifEp)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\frame.py:5477(group_by)
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_utils.py:133(get_non_pydevd_threads)
       14    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       13    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\functools.py:65(wraps)
       15    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:240(__next)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:86(opengroup)
       29    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       14    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\construction\utils.py:63(is_pydantic_model)
        2    0.000    0.000    0.000    0.000 {method 'neq' of 'builtins.PyExpr' objects}
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:3092(fill_null)
       22    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:299(__enter__)
       80    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\deprecation.py:143(_rename_keyword_argument)
        1    0.000    0.000    0.002    0.002 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\actifs\ops\MpActifIndicesInitS2.py:7(mpActifIndicesInitS2Build)
       29    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:129(getLevelName)
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1381(has_user_threads_alive)
        1    0.000    0.000    0.002    0.002 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\actifs\events\InitS2Actif.py:7(initS2Actif)
        5    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\_collections_abc.py:288(__subclasshook__)
       14    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:63(when)
        2    0.000    0.000    0.000    0.000 {method 'group_by' of 'builtins.PyLazyFrame' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:1765(currentframe)
       29    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:250(can_exit)
       70    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:296(isclass)
      2/1    0.000    0.000    0.037    0.037 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadFsGse.py:16(loadFsGseOutputOblig)
       70    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:300(ismethod)
       61    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       78    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       29    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:1180(name)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:429(_format_parsed_parts)
       29    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:176(__and__)
       70    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:469(istraceback)
        1    0.000    0.000    0.008    0.008 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\actifs\events\InitGblActif.py:7(initGblActif)
       70    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:372(isfunction)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:1301(is_dataclass)
        2    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:3014(shift)
        9    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:12243(dt)
       23    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\selectors.py:64(is_selector)
        6    0.000    0.000    0.000    0.000 {method 'explode' of 'builtins.PyLazyFrame' objects}
       70    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:479(isframe)
        5    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\datetime.py:770(year)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\getitem.py:276(_select_rows)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\frame.py:1093(__getitem__)
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dependencies.py:193(_might_be)
        4    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\datetime.py:910(month)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:928(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:1562(__and__)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:112(then)
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1626(notify_thread_created)
       26    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\io\_utils.py:141(managed_file)
        2    0.000    0.000    0.000    0.000 {method 'select' of 'builtins.PyDataFrame' objects}
       27    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\Dao.py:30(getDao)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1510(setLevel)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:167(otherwise)
        4    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\utils\ProjResults.py:12(append)
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:3796(over)
       15    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:314(_is_owned)
       34    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'when' of 'builtins.PyThen' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\actifs\expr\ActifsExpr.py:41(calcPmvl)
        7    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:256(match)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\s2\expr\S2Expr.py:23(rsCdChocS2Equity)
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm.py:416(empty)
       22    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       29    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:35(_get_bothseps)
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:308(_release_save)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       12    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:176(append)
        1    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:5585(unique)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {method 'and_' of 'builtins.PyExpr' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:726(__call__)
       15    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'otherwise' of 'builtins.PyThen' objects}
       23    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:135(warn_null_comparison)
       22    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       13    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:55(_process_null_values)
        1    0.000    0.000    0.024    0.024 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\LoadFsActif.py:10(loadFsMpActifIndices)
       13    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\getitem.py:171(_select_columns)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\construction\utils.py:53(is_namedtuple)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:85(otherwise)
       14    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:3010(<genexpr>)
       26    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\io\_utils.py:15(parse_columns_arg)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:3494(sum)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:398(_simple)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\domaines\s2\expr\S2Expr.py:92(calcMtVmChocProperty)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        3    0.000    0.000    0.000    0.000 {method 'over' of 'builtins.PyExpr' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\abc.py:117(__instancecheck__)
        7    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:234(_acquireLock)
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1499(get_internal_queue)
        1    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:1076(not_)
        7    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\construction\series.py:323(_construct_series_with_fallbacks)
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\datatypes\constructor.py:160(py_type_to_constructor)
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\convert.py:79(date_to_int)
       13    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:1292(value)
        2    0.000    0.000    0.000    0.000 {method 'gt_eq' of 'builtins.PyExpr' objects}
       19    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\cProfile.py:119(__exit__)
        2    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\functions\aggregation\vertical.py:12(all)
        9    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:1613(cum_prod)
        6    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1533(check_output_redirect)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:592(__init__)
