         431300 function calls (425198 primitive calls) in 2.660 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      287    0.001    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:129(getLevelName)
       46    0.001    0.000    0.010    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\functions\eager.py:23(concat)
       40    0.001    0.000    0.004    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:3092(fill_null)
       15    0.001    0.000    0.005    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:637(wait)
      240    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.001    0.001    0.001    0.001 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.001    0.001    0.001    0.001 {method 'getstats' of '_lsprof.Profiler' objects}
        8    0.001    0.000    0.002    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1681(process_internal_commands)
      287    0.001    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1790(isEnabledFor)
      287    0.001    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:170(<lambda>)
       40    0.001    0.000    0.003    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\frame.py:4073(rename)
      240    0.001    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:429(_format_parsed_parts)
      400    0.001    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\parse_expr_input.py:181(_combine_predicates)
      280    0.001    0.000    0.001    0.000 {method 'sum' of 'builtins.PyExpr' objects}
      287    0.001    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:1180(name)
       80    0.001    0.000    0.005    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:64(_is_generator)
      287    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       40    0.001    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:271(__truediv__)
      287    0.000    0.000    0.000    0.000 {built-in method time.time}
      240    0.000    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\inspect.py:1765(currentframe)
      287    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       40    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:4518(rename)
      640    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\selectors.py:64(is_selector)
      800    0.000    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\cProfile.py:124(label)
       80    0.000    0.000    0.000    0.000 {method 'over' of 'builtins.PyExpr' objects}
       80    0.000    0.000    0.002    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:99(is_sequence)
       42    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      160    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:2987(<genexpr>)
       80    0.000    0.000    0.000    0.000 {method 'gt' of 'builtins.PyExpr' objects}
      200    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\datatypes\convert.py:146(is_polars_dtype)
      582    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       40    0.000    0.000    0.002    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:236(__ne__)
      240    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      287    0.000    0.000    0.001    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:35(_get_bothseps)
      320    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      482    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:1533(enumerate)
       74    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\queue.py:209(_qsize)
        2    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        6    0.000    0.000    0.030    0.005 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\frame.py:2479(write_csv)
       40    0.000    0.000    0.000    0.000 {method 'rename' of 'builtins.PyLazyFrame' objects}
       80    0.000    0.000    0.000    0.000 {method 'and_' of 'builtins.PyExpr' objects}
      320    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:135(warn_null_comparison)
      400    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:27(__init__)
     12/6    0.000    0.000    0.030    0.005 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\deprecation.py:130(wrapper)
     1479    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      400    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\whenthen.py:52(__init__)
       64    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:302(__exit__)
      200    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\dataframe\group_by.py:35(__init__)
       40    0.000    0.000    0.000    0.000 {method 'fill_null' of 'builtins.PyExpr' objects}
       40    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\expr\expr.py:241(__neg__)
        7    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:107(join)
      240    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:560(root)
       40    0.000    0.000    0.000    0.000 {method 'lt_eq' of 'builtins.PyExpr' objects}
      240    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:437(__str__)
       42    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:311(_acquire_restore)
       64    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:299(__enter__)
        2    0.000    0.000    0.008    0.004 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:118(init)
       80    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      240    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:569(_tail)
        6    0.000    0.000    0.031    0.005 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\DaoFs.py:83(writeData)
       64    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      360    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_utils.py:133(get_non_pydevd_threads)
        2    0.000    0.000    0.008    0.004 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:108(__init__)
        2    0.000    0.000    0.006    0.003 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\cProfile.py:52(create_stats)
       40    0.000    0.000    0.000    0.000 {method 'neq' of 'builtins.PyExpr' objects}
       16    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1499(get_internal_queue)
      200    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\group_by.py:23(__init__)
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1381(has_user_threads_alive)
       80    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\lazyframe\frame.py:3010(<genexpr>)
        8    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:250(can_exit)
       84    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       96    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       80    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\abc.py:117(__instancecheck__)
       42    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:314(_is_owned)
       72    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1626(notify_thread_created)
        6    0.000    0.000    0.001    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\various.py:187(normalize_filepath)
       74    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       42    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:308(_release_save)
       16    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1533(check_output_redirect)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:218(get_sort_arg_defs)
       16    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       48    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:627(clear)
        2    0.000    0.000    0.006    0.003 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:137(load_stats)
       12    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\io\csv\_utils.py:9(_check_arg_is_1byte)
        8    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\queue.py:97(empty)
       42    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       42    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\fs\DaoFs.py:67(writeLogFile)
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm.py:416(empty)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_daemon_thread.py:32(py_db)
        6    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:350(expanduser)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:388(get_print_list)
        8    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\threading.py:1234(daemon)
       12    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       16    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_is_thread_alive.py:9(is_thread_alive)
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:626(get_thread_id)
        7    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\src\dao\Dao.py:30(getDao)
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:606(get_current_thread_id)
       12    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\repositories\modele-alm-polars-v2\.venv\Lib\site-packages\polars\_utils\deprecation.py:143(_rename_keyword_argument)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:202(__get__)
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:660(__enter__)
        8    0.000    0.000    0.000    0.000 c:\Users\maria.rakotoniaina\.vscode\extensions\ms-python.debugpy-2024.8.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:663(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:498(print_title)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:528(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\maria.rakotoniaina\AppData\Local\Programs\Python\Python312\Lib\pstats.py:169(add)


