scenario,period,evenement,cd_choc_s2,cd_choc_s2_gse,cd_trajectoire,dt_trajectoire,cd_societe,cd_canton,cd_classe_actif,cd_classe_actif_detail,cd_isin,mt_vm,mt_vc,tx_action_t1,tx_action_t2,tx_action_strat,mt_pdd,mt_vm_av,mt_vc_av,mt_pfi,mt_cf,mt_fuite_eco,mt_fuite_vc
1,25,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,6729717.239722834,2445624.9999999967,0.0,0.0,0.0,0.0,6556174.533846498,2445624.9999999967,0.0,0.0,0.0,0.0
1,25,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,10094575.859584251,5192249.999999996,1.0,0.0,0.0,0.0,10094575.859584251,5192249.999999996,0.0,0.0,0.0,0.0
1,25,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,6729717.239722836,2445624.999999997,0.0,0.0,0.0,0.0,6729717.239722834,2445624.9999999967,0.0,-1.862645149230957e-9,0.0,0.0
1,26,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,10374501.324019972,5192249.999999996,1.0,0.0,0.0,0.0,10094575.859584251,5192249.999999996,0.0,0.0,0.0,0.0
1,26,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,6916334.216013316,2445624.999999997,0.0,0.0,0.0,0.0,6729717.239722836,2445624.999999997,0.0,0.0,0.0,0.0
1,26,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,10374501.324019972,5192249.999999996,1.0,0.0,0.0,0.0,10374501.324019972,5192249.999999996,0.0,0.0,0.0,0.0
1,26,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,6916334.216013316,2445624.999999997,0.0,0.0,0.0,0.0,6916334.216013316,2445624.999999997,0.0,0.0,0.0,0.0
1,27,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,10668419.814588703,5192249.999999996,1.0,0.0,0.0,0.0,10374501.324019972,5192249.999999996,0.0,0.0,0.0,0.0
1,27,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7112279.876392471,2445624.999999997,0.0,0.0,0.0,0.0,6916334.216013316,2445624.999999997,0.0,0.0,0.0,0.0
1,27,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,10668419.814588703,5192249.999999996,1.0,0.0,0.0,0.0,10668419.814588703,5192249.999999996,0.0,0.0,0.0,0.0
1,27,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7112279.876392469,2445624.9999999967,0.0,0.0,0.0,0.0,7112279.876392471,2445624.999999997,0.0,1.862645149230957e-9,0.0,0.0
1,28,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,10980709.609317934,5192249.999999996,1.0,0.0,0.0,0.0,10668419.814588703,5192249.999999996,0.0,0.0,0.0,0.0
1,28,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7320473.072878622,2445624.9999999967,0.0,0.0,0.0,0.0,7112279.876392469,2445624.9999999967,0.0,0.0,0.0,0.0
1,28,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,10980709.609317934,5192249.999999996,1.0,0.0,0.0,0.0,10980709.609317934,5192249.999999996,0.0,0.0,0.0,0.0
1,28,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7320473.072878624,2445624.999999997,0.0,0.0,0.0,0.0,7320473.072878622,2445624.9999999967,0.0,-1.862645149230957e-9,0.0,0.0
1,29,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,11307091.484676475,5192249.999999996,1.0,0.0,0.0,0.0,10980709.609317934,5192249.999999996,0.0,0.0,0.0,0.0
1,29,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7538060.989784318,2445624.999999997,0.0,0.0,0.0,0.0,7320473.072878624,2445624.999999997,0.0,0.0,0.0,0.0
1,29,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,11307091.484676475,5192249.999999996,1.0,0.0,0.0,0.0,11307091.484676475,5192249.999999996,0.0,0.0,0.0,0.0
1,29,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7538060.989784317,2445624.9999999967,0.0,0.0,0.0,0.0,7538060.989784318,2445624.999999997,0.0,9.313225746154785e-10,0.0,0.0
1,30,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,11648613.574469121,5192249.999999996,1.0,0.0,0.0,0.0,11307091.484676475,5192249.999999996,0.0,0.0,0.0,0.0
1,30,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7765742.382979414,2445624.9999999967,0.0,0.0,0.0,0.0,7538060.989784317,2445624.9999999967,0.0,0.0,0.0,0.0
1,30,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,11648613.574469121,5192249.999999996,1.0,0.0,0.0,0.0,11648613.574469121,5192249.999999996,0.0,0.0,0.0,0.0
1,30,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,7765742.382979414,2445624.9999999967,0.0,0.0,0.0,0.0,7765742.382979414,2445624.9999999967,0.0,0.0,0.0,0.0
1,31,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,12010029.579681013,5192249.999999996,1.0,0.0,0.0,0.0,11648613.574469121,5192249.999999996,0.0,0.0,0.0,0.0
1,31,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8006686.386454009,2445624.9999999967,0.0,0.0,0.0,0.0,7765742.382979414,2445624.9999999967,0.0,0.0,0.0,0.0
1,31,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,12010029.579681013,5192249.999999996,1.0,0.0,0.0,0.0,12010029.579681013,5192249.999999996,0.0,0.0,0.0,0.0
1,31,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8006686.3864540085,2445624.9999999963,0.0,0.0,0.0,0.0,8006686.386454009,2445624.9999999967,0.0,9.313225746154785e-10,0.0,0.0
1,32,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,12381690.12577002,5192249.999999996,1.0,0.0,0.0,0.0,12010029.579681013,5192249.999999996,0.0,0.0,0.0,0.0
1,32,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8254460.08384668,2445624.9999999963,0.0,0.0,0.0,0.0,8006686.3864540085,2445624.9999999963,0.0,0.0,0.0,0.0
1,32,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,12381690.12577002,5192249.999999996,1.0,0.0,0.0,0.0,12381690.12577002,5192249.999999996,0.0,0.0,0.0,0.0
1,32,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8254460.08384668,2445624.9999999963,0.0,0.0,0.0,0.0,8254460.08384668,2445624.9999999963,0.0,0.0,0.0,0.0
1,33,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,12775783.17043364,5192249.999999996,1.0,0.0,0.0,0.0,12381690.12577002,5192249.999999996,0.0,0.0,3.725290298461914e-9,0.0
1,33,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8517188.780289093,2445624.9999999963,0.0,0.0,0.0,0.0,8254460.08384668,2445624.9999999963,0.0,0.0,1.862645149230957e-9,0.0
1,33,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,12775783.170433639,5192249.999999995,1.0,0.0,0.0,0.0,12775783.17043364,5192249.999999996,0.0,1.862645149230957e-9,0.0,0.0
1,33,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8517188.780289093,2445624.9999999963,0.0,0.0,0.0,0.0,8517188.780289093,2445624.9999999963,0.0,0.0,0.0,0.0
1,34,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,13181387.083459985,5192249.999999995,1.0,0.0,0.0,0.0,12775783.170433639,5192249.999999995,0.0,0.0,0.0,0.0
1,34,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8787591.388973324,2445624.9999999963,0.0,0.0,0.0,0.0,8517188.780289093,2445624.9999999963,0.0,0.0,0.0,0.0
1,34,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,13181387.083459983,5192249.999999994,1.0,0.0,0.0,0.0,13181387.083459985,5192249.999999995,0.0,1.862645149230957e-9,0.0,0.0
1,34,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,8787591.388973324,2445624.9999999963,0.0,0.0,0.0,0.0,8787591.388973324,2445624.9999999963,0.0,0.0,0.0,0.0
1,35,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,13607670.47033213,5192249.999999994,1.0,0.0,0.0,0.0,13181387.083459983,5192249.999999994,0.0,0.0,0.0,0.0
1,35,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9071780.313554756,2445624.9999999963,0.0,0.0,0.0,0.0,8787591.388973324,2445624.9999999963,0.0,0.0,0.0,0.0
1,35,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,13607670.470332135,5192249.999999993,1.0,0.0,0.0,0.0,13607670.47033213,5192249.999999994,0.0,-3.725290298461914e-9,0.0,0.0
1,35,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9071780.313554754,2445624.999999996,0.0,0.0,0.0,0.0,9071780.313554756,2445624.9999999963,0.0,1.862645149230957e-9,0.0,0.0
1,36,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,14051285.60023042,5192249.999999993,1.0,0.0,0.0,0.0,13607670.470332135,5192249.999999993,0.0,0.0,0.0,0.0
1,36,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9367523.733486945,2445624.999999996,0.0,0.0,0.0,0.0,9071780.313554754,2445624.999999996,0.0,0.0,0.0,0.0
1,36,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,14051285.600230418,5192249.999999992,1.0,0.0,0.0,0.0,14051285.60023042,5192249.999999993,0.0,1.862645149230957e-9,0.0,0.0
1,36,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9367523.733486947,2445624.9999999963,0.0,0.0,0.0,0.0,9367523.733486945,2445624.999999996,0.0,-1.862645149230957e-9,0.0,0.0
1,37,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,14507802.617124971,5192249.999999992,1.0,0.0,0.0,0.0,14051285.600230418,5192249.999999992,0.0,0.0,0.0,0.0
1,37,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9671868.411416648,2445624.9999999963,0.0,0.0,0.0,0.0,9367523.733486947,2445624.9999999963,0.0,0.0,0.0,0.0
1,37,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,14507802.61712497,5192249.999999991,1.0,0.0,0.0,0.0,14507802.617124971,5192249.999999992,0.0,1.862645149230957e-9,0.0,0.0
1,37,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9671868.411416648,2445624.9999999963,0.0,0.0,0.0,0.0,9671868.411416648,2445624.9999999963,0.0,0.0,0.0,0.0
1,38,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,14988178.780442705,5192249.999999991,1.0,0.0,0.0,0.0,14507802.61712497,5192249.999999991,0.0,0.0,0.0,0.0
1,38,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9992119.186961805,2445624.9999999963,0.0,0.0,0.0,0.0,9671868.411416648,2445624.9999999963,0.0,0.0,0.0,0.0
1,38,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,14988178.780442705,5192249.999999991,1.0,0.0,0.0,0.0,14988178.780442705,5192249.999999991,0.0,0.0,0.0,0.0
1,38,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,9992119.186961805,2445624.9999999963,0.0,0.0,0.0,0.0,9992119.186961805,2445624.9999999963,0.0,0.0,0.0,0.0
1,39,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,15482494.788842177,5192249.999999991,1.0,0.0,0.0,0.0,14988178.780442705,5192249.999999991,0.0,0.0,0.0,0.0
1,39,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,10321663.192561453,2445624.9999999963,0.0,0.0,0.0,0.0,9992119.186961805,2445624.9999999963,0.0,0.0,0.0,0.0
1,39,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,15482494.788842177,5192249.999999991,1.0,0.0,0.0,0.0,15482494.788842177,5192249.999999991,0.0,0.0,0.0,0.0
1,39,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,10321663.192561453,2445624.9999999963,0.0,0.0,0.0,0.0,10321663.192561453,2445624.9999999963,0.0,0.0,0.0,0.0
1,40,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,15996837.786355838,5192249.999999991,1.0,0.0,0.0,0.0,15482494.788842177,5192249.999999991,0.0,0.0,0.0,0.0
1,40,1.Perf,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,10664558.524237229,2445624.9999999963,0.0,0.0,0.0,0.0,10321663.192561453,2445624.9999999963,0.0,0.0,0.0,0.0
1,40,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,ACTION,ACTION,380,15996837.786355842,5192249.999999993,1.0,0.0,0.0,0.0,15996837.786355838,5192249.999999991,0.0,-3.725290298461914e-9,0.0,0.0
1,40,2.StratInv,CENTRAL,CENTRAL,reel,2022-12-31,ACCENTURE,C00001,IMMOBILIER,IMMOBILIER,387,10664558.524237229,2445624.9999999963,0.0,0.0,0.0,0.0,10664558.524237229,2445624.9999999963,0.0,0.0,0.0,0.0
