cd_choc_s2_gse,maturite,intraperiod,pzc,scenario,period
CENTRAL,107,Beg,0.033826430613829776,1,9
CENTRAL,107,End,0.03269319975512562,1,9
CENTRAL,107,Mid,0.03325498839363552,1,9
CENTRAL,108,Beg,0.03269319975512562,1,9
CENTRAL,108,End,0.03163253989184807,1,9
CENTRAL,108,Mid,0.03215849725105588,1,9
CENTRAL,109,Beg,0.03163253989184807,1,9
CENTRAL,109,End,0.030570736390543106,1,9
CENTRAL,109,Mid,0.031097106592045284,1,9
CENTRAL,110,Beg,0.030570736390543106,1,9
CENTRAL,110,End,0.029543430871686618,1,9
CENTRAL,110,Mid,0.03005269434261369,1,9
CENTRAL,111,Beg,0.029543430871686618,1,9
CENTRAL,111,End,0.02854954226732682,1,9
CENTRAL,111,Mid,0.02904223525132088,1,9
CENTRAL,112,Beg,0.02854954226732682,1,9
CENTRAL,112,End,0.027588022040475616,1,9
CENTRAL,112,Mid,0.028064664639302257,1,9
CENTRAL,113,Beg,0.027588022040475616,1,9
CENTRAL,113,End,0.02668937180416498,1,9
CENTRAL,113,Mid,0.02713497701454254,1,9
CENTRAL,114,Beg,0.02668937180416498,1,9
CENTRAL,114,End,0.025788753509142077,1,9
CENTRAL,114,Mid,0.026235198317745897,1,9
CENTRAL,115,Beg,0.025788753509142077,1,9
CENTRAL,115,End,0.024947505200061126,1,9
CENTRAL,115,Mid,0.025364641970120855,1,9
CENTRAL,116,Beg,0.024947505200061126,1,9
CENTRAL,116,End,0.024104032668323,1,9
CENTRAL,116,Mid,0.024522142653843105,1,9
CENTRAL,117,Beg,0.024104032668323,1,9
CENTRAL,117,End,0.023288176732480213,1,9
CENTRAL,117,Mid,0.02369259320431984,1,9
CENTRAL,118,Beg,0.023288176732480213,1,9
CENTRAL,118,End,0.02252675495222959,1,9
CENTRAL,118,Mid,0.022904302009377986,1,9
CENTRAL,119,Beg,0.02252675495222959,1,9
CENTRAL,119,End,0.021762811681009634,1,9
CENTRAL,119,Mid,0.02214148878936608,1,9
CENTRAL,120,Beg,0.021762811681009634,1,9
CENTRAL,120,End,0.021050244080906083,1,9
CENTRAL,120,Mid,0.021403562735489778,1,9
CENTRAL,121,Beg,0.021050244080906083,1,9
CENTRAL,121,End,0.0203349961591148,1,9
CENTRAL,121,Mid,0.0206895295387221,1,9
CENTRAL,122,Beg,0.0203349961591148,1,9
CENTRAL,122,End,0.01966822703688734,1,9
CENTRAL,122,Mid,0.019998832997245163,1,9
CENTRAL,123,Beg,0.01966822703688734,1,9
CENTRAL,123,End,0.018998650895319658,1,9
CENTRAL,123,Mid,0.01933054006497775,1,9
CENTRAL,124,Beg,0.018998650895319658,1,9
CENTRAL,124,End,0.018374810453914467,1,9
CENTRAL,124,Mid,0.01868412719614141,1,9
CENTRAL,125,Beg,0.018374810453914467,1,9
CENTRAL,125,End,0.017771110488637727,1,9
CENTRAL,125,Mid,0.018070439584699914,1,9
CENTRAL,126,Beg,0.017771110488637727,1,9
CENTRAL,126,End,0.017164458341091128,1,9
CENTRAL,126,Mid,0.017465150605052045,1,9
CENTRAL,127,Beg,0.017164458341091128,1,9
CENTRAL,127,End,0.016599721067399584,1,9
CENTRAL,127,Mid,0.01687972810015354,1,9
CENTRAL,128,Beg,0.016599721067399584,1,9
CENTRAL,128,End,0.016053253819006012,1,9
CENTRAL,128,Mid,0.016324200918258355,1,9
CENTRAL,129,Beg,0.016053253819006012,1,9
CENTRAL,129,End,0.015503744303426657,1,9
CENTRAL,129,Mid,0.015776106694868564,1,9
CENTRAL,130,Beg,0.015503744303426657,1,9
CENTRAL,130,End,0.014992631563164488,1,9
CENTRAL,130,Mid,0.01524604624782393,1,9
CENTRAL,131,Beg,0.014992631563164488,1,9
CENTRAL,131,End,0.014498088111758943,1,9
CENTRAL,131,Mid,0.014743286384992223,1,9
CENTRAL,132,Beg,0.014498088111758943,1,9
CENTRAL,132,End,0.014000458254774861,1,9
CENTRAL,132,Mid,0.014247100665845273,1,9
CENTRAL,133,Beg,0.014000458254774861,1,9
CENTRAL,133,End,0.013537987473522316,1,9
CENTRAL,133,Mid,0.013767281085120408,1,9
CENTRAL,134,Beg,0.013537987473522316,1,9
CENTRAL,134,End,0.013090539943056308,1,9
CENTRAL,134,Mid,0.013312383925155546,1,9
CENTRAL,135,Beg,0.013090539943056308,1,9
CENTRAL,135,End,0.012657636161635977,1,9
CENTRAL,135,Mid,0.012872268322194411,1,9
CENTRAL,136,Beg,0.012657636161635977,1,9
CENTRAL,136,End,0.012238811649389204,1,9
CENTRAL,136,Mid,0.012446462345130863,1,9
CENTRAL,137,Beg,0.012238811649389204,1,9
CENTRAL,137,End,0.011816899835465735,1,9
CENTRAL,137,Mid,0.01202600562805304,1,9
CENTRAL,138,Beg,0.011816899835465735,1,9
CENTRAL,138,End,0.011425341505359583,1,9
CENTRAL,138,Mid,0.011619471423211276,1,9
CENTRAL,139,Beg,0.011425341505359583,1,9
CENTRAL,139,End,0.011046543875682022,1,9
CENTRAL,139,Mid,0.011234346275311507,1,9
CENTRAL,140,Beg,0.011046543875682022,1,9
CENTRAL,140,End,0.0106800982960598,1,9
CENTRAL,140,Mid,0.010861775841179075,1,9
CENTRAL,141,Beg,0.0106800982960598,1,9
CENTRAL,141,End,0.010325608962935499,1,9
CENTRAL,141,Mid,0.010501357945086304,1,9
CENTRAL,0,Beg,1.0,1,10
CENTRAL,0,End,1.0,1,10
CENTRAL,0,Mid,1.0,1,10
CENTRAL,1,Beg,1.0,1,10
CENTRAL,1,End,0.9691797528626682,1,10
CENTRAL,1,Mid,0.9844692747174328,1,10
CENTRAL,2,Beg,0.9691797528626682,1,10
CENTRAL,2,End,0.9416813031192642,1,10
CENTRAL,2,Mid,0.9553315930254395,1,10
CENTRAL,3,Beg,0.9416813031192642,1,10
CENTRAL,3,End,0.9151141819350558,1,10
CENTRAL,3,Mid,0.9283027067436155,1,10
CENTRAL,4,Beg,0.9151141819350558,1,10
CENTRAL,4,End,0.8900219198380682,1,10
CENTRAL,4,Mid,0.9024808480388278,1,10
CENTRAL,5,Beg,0.8900219198380682,1,10
CENTRAL,5,End,0.8675609585166525,1,10
CENTRAL,5,Mid,0.878719676504143,1,10
CENTRAL,6,Beg,0.8675609585166525,1,10
CENTRAL,6,End,0.848414965719911,1,10
CENTRAL,6,Mid,0.8579345551263445,1,10
CENTRAL,7,Beg,0.848414965719911,1,10
CENTRAL,7,End,0.8318411103885329,1,10
CENTRAL,7,Mid,0.8400871664028083,1,10
CENTRAL,8,Beg,0.8318411103885329,1,10
CENTRAL,8,End,0.8163723572768123,1,10
CENTRAL,8,Mid,0.824070438838603,1,10
CENTRAL,9,Beg,0.8163723572768123,1,10
CENTRAL,9,End,0.8013433041092582,1,10
CENTRAL,9,Mid,0.8088229238613758,1,10
CENTRAL,10,Beg,0.8013433041092582,1,10
CENTRAL,10,End,0.7858598831635881,1,10
CENTRAL,10,Mid,0.7935638319260937,1,10
CENTRAL,11,Beg,0.7858598831635881,1,10
CENTRAL,11,End,0.7694186699441825,1,10
CENTRAL,11,Mid,0.7775958243626433,1,10
CENTRAL,12,Beg,0.7694186699441825,1,10
CENTRAL,12,End,0.7521500697665496,1,10
CENTRAL,12,Mid,0.7607353720435265,1,10
CENTRAL,13,Beg,0.7521500697665496,1,10
CENTRAL,13,End,0.7342393694005861,1,10
CENTRAL,13,Mid,0.7431407625208015,1,10
CENTRAL,14,Beg,0.7342393694005861,1,10
CENTRAL,14,End,0.7159183270918785,1,10
CENTRAL,14,Mid,0.7250209797145621,1,10
CENTRAL,15,Beg,0.7159183270918785,1,10
CENTRAL,15,End,0.6974565701941844,1,10
CENTRAL,15,Mid,0.7066271583746693,1,10
CENTRAL,16,Beg,0.6974565701941844,1,10
CENTRAL,16,End,0.6786377519938991,1,10
CENTRAL,16,Mid,0.6879828187607276,1,10
CENTRAL,17,Beg,0.6786377519938991,1,10
CENTRAL,17,End,0.6599410577153103,1,10
CENTRAL,17,Mid,0.6692241148198369,1,10
CENTRAL,18,Beg,0.6599410577153103,1,10
CENTRAL,18,End,0.6411724293861883,1,10
CENTRAL,18,Mid,0.6504890554244678,1,10
CENTRAL,19,Beg,0.6411724293861883,1,10
CENTRAL,19,End,0.6226648352613106,1,10
CENTRAL,19,Mid,0.6318508725307305,1,10
CENTRAL,20,Beg,0.6226648352613106,1,10
CENTRAL,20,End,0.6044091180105536,1,10
CENTRAL,20,Mid,0.6134690733007454,1,10
CENTRAL,21,Beg,0.6044091180105536,1,10
CENTRAL,21,End,0.5862207257592483,1,10
CENTRAL,21,Mid,0.5952454550986962,1,10
CENTRAL,22,Beg,0.5862207257592483,1,10
CENTRAL,22,End,0.5686241688392111,1,10
CENTRAL,22,Mid,0.5773554130179882,1,10
CENTRAL,23,Beg,0.5686241688392111,1,10
CENTRAL,23,End,0.5510838875916577,1,10
CENTRAL,23,Mid,0.5597853316607069,1,10
CENTRAL,24,Beg,0.5510838875916577,1,10
CENTRAL,24,End,0.5341265082356245,1,10
CENTRAL,24,Mid,0.5425389503291405,1,10
CENTRAL,25,Beg,0.5341265082356245,1,10
CENTRAL,25,End,0.5173940882784178,1,10
CENTRAL,25,Mid,0.5256937299929548,1,10
CENTRAL,26,Beg,0.5173940882784178,1,10
CENTRAL,26,End,0.5010593661604309,1,10
CENTRAL,26,Mid,0.5091612258685239,1,10
CENTRAL,27,Beg,0.5010593661604309,1,10
CENTRAL,27,End,0.48529253136377953,1,10
CENTRAL,27,Mid,0.4931129365242068,1,10
CENTRAL,28,Beg,0.48529253136377953,1,10
CENTRAL,28,End,0.46973874276022526,1,10
CENTRAL,28,Mid,0.47745230500412184,1,10
CENTRAL,29,Beg,0.46973874276022526,1,10
CENTRAL,29,End,0.4547411998268241,1,10
CENTRAL,29,Mid,0.46217914220346284,1,10
CENTRAL,30,Beg,0.4547411998268241,1,10
CENTRAL,30,End,0.44012000062885626,1,10
CENTRAL,30,Mid,0.44737087204437964,1,10
CENTRAL,31,Beg,0.44012000062885626,1,10
CENTRAL,31,End,0.4258697605334499,1,10
CENTRAL,31,Mid,0.4329362531294796,1,10
CENTRAL,32,Beg,0.4258697605334499,1,10
CENTRAL,32,End,0.41198501205664484,1,10
CENTRAL,32,Mid,0.41886985858131853,1,10
CENTRAL,33,Beg,0.41198501205664484,1,10
CENTRAL,33,End,0.3986267751828643,1,10
CENTRAL,33,Mid,0.40525085660589766,1,10
CENTRAL,34,Beg,0.3986267751828643,1,10
CENTRAL,34,End,0.3856193927006692,1,10
CENTRAL,34,Mid,0.3920691456366368,1,10
CENTRAL,35,Beg,0.3856193927006692,1,10
CENTRAL,35,End,0.37295688749659467,1,10
CENTRAL,35,Mid,0.3792352943226258,1,10
CENTRAL,36,Beg,0.37295688749659467,1,10
CENTRAL,36,End,0.3607944797232746,1,10
CENTRAL,36,Mid,0.36682528018601135,1,10
CENTRAL,37,Beg,0.3607944797232746,1,10
CENTRAL,37,End,0.3488017244196413,1,10
CENTRAL,37,Mid,0.3547474266130277,1,10
CENTRAL,38,Beg,0.3488017244196413,1,10
CENTRAL,38,End,0.3374502723216461,1,10
CENTRAL,38,Mid,0.34307905341432277,1,10
CENTRAL,39,Beg,0.3374502723216461,1,10
CENTRAL,39,End,0.3262559600233257,1,10
CENTRAL,39,Mid,0.33180591097271206,1,10
CENTRAL,40,Beg,0.3262559600233257,1,10
CENTRAL,40,End,0.3155250625530571,1,10
CENTRAL,40,Mid,0.32084565166862955,1,10
CENTRAL,41,Beg,0.3155250625530571,1,10
CENTRAL,41,End,0.3050938887585705,1,10
CENTRAL,41,Mid,0.3102656415639724,1,10
CENTRAL,42,Beg,0.3050938887585705,1,10
CENTRAL,42,End,0.29495611545520706,1,10
CENTRAL,42,Mid,0.2999821799329937,1,10
CENTRAL,43,Beg,0.29495611545520706,1,10
CENTRAL,43,End,0.28525224055504583,1,10
CENTRAL,43,Mid,0.2900636012998022,1,10
CENTRAL,44,Beg,0.28525224055504583,1,10
CENTRAL,44,End,0.27582484925460765,1,10
CENTRAL,44,Mid,0.28049894162123784,1,10
CENTRAL,45,Beg,0.27582484925460765,1,10
CENTRAL,45,End,0.26666768353934006,1,10
CENTRAL,45,Mid,0.27120762086142397,1,10
CENTRAL,46,Beg,0.26666768353934006,1,10
CENTRAL,46,End,0.25777456861254133,1,10
CENTRAL,46,Mid,0.26218342260192395,1,10
CENTRAL,47,Beg,0.25777456861254133,1,10
CENTRAL,47,End,0.24927730325487107,1,10
CENTRAL,47,Mid,0.2534903337632858,1,10
CENTRAL,48,Beg,0.24927730325487107,1,10
CENTRAL,48,End,0.24089179148942966,1,10
CENTRAL,48,Mid,0.24504868120175577,1,10
CENTRAL,49,Beg,0.24089179148942966,1,10
CENTRAL,49,End,0.23288561526437804,1,10
CENTRAL,49,Mid,0.2368548776638431,1,10
CENTRAL,50,Beg,0.23288561526437804,1,10
CENTRAL,50,End,0.22524612456555554,1,10
CENTRAL,50,Mid,0.22903401997381553,1,10
CENTRAL,51,Beg,0.22524612456555554,1,10
CENTRAL,51,End,0.2177029956584419,1,10
CENTRAL,51,Mid,0.22144244416637024,1,10
CENTRAL,52,Beg,0.2177029956584419,1,10
CENTRAL,52,End,0.21051056248531613,1,10
CENTRAL,52,Mid,0.21407657525006543,1,10
CENTRAL,53,Beg,0.21051056248531613,1,10
CENTRAL,53,End,0.20340770785431855,1,10
CENTRAL,53,Mid,0.20692866160650983,1,10
CENTRAL,54,Beg,0.20340770785431855,1,10
CENTRAL,54,End,0.1966399410155964,1,10
CENTRAL,54,Mid,0.19999519912885624,1,10
CENTRAL,55,Beg,0.1966399410155964,1,10
CENTRAL,55,End,0.190075259626825,1,10
CENTRAL,55,Mid,0.19332973863723873,1,10
CENTRAL,56,Beg,0.190075259626825,1,10
CENTRAL,56,End,0.1838260546247299,1,10
CENTRAL,56,Mid,0.186924543757556,1,10
CENTRAL,57,Beg,0.1838260546247299,1,10
CENTRAL,57,End,0.17764958158793234,1,10
CENTRAL,57,Mid,0.18071143209283597,1,10
CENTRAL,58,Beg,0.17764958158793234,1,10
CENTRAL,58,End,0.1717739620494954,1,10
CENTRAL,58,Mid,0.17468707017347973,1,10
CENTRAL,59,Beg,0.1717739620494954,1,10
CENTRAL,59,End,0.16607658912865572,1,10
CENTRAL,59,Mid,0.16890125434198336,1,10
CENTRAL,60,Beg,0.16607658912865572,1,10
CENTRAL,60,End,0.16055263709615764,1,10
CENTRAL,60,Mid,0.16329125617907636,1,10
CENTRAL,61,Beg,0.16055263709615764,1,10
CENTRAL,61,End,0.15519739084902312,1,10
CENTRAL,61,Mid,0.15785230556204666,1,10
CENTRAL,62,Beg,0.15519739084902312,1,10
CENTRAL,62,End,0.1500062440338887,1,10
CENTRAL,62,Mid,0.15257974205352876,1,10
CENTRAL,63,Beg,0.1500062440338887,1,10
CENTRAL,63,End,0.14497469718079603,1,10
CENTRAL,63,Mid,0.14746901302999763,1,10
CENTRAL,64,Beg,0.14497469718079603,1,10
CENTRAL,64,End,0.14019893335421557,1,10
CENTRAL,64,Mid,0.1425668190993192,1,10
CENTRAL,65,Beg,0.14019893335421557,1,10
CENTRAL,65,End,0.13547142288301484,1,10
CENTRAL,65,Mid,0.1378149084394593,1,10
CENTRAL,66,Beg,0.13547142288301484,1,10
CENTRAL,66,End,0.13098715285122384,1,10
CENTRAL,66,Mid,0.13321041992333124,1,10
CENTRAL,67,Beg,0.13098715285122384,1,10
CENTRAL,67,End,0.126641507249746,1,10
CENTRAL,67,Mid,0.12879600330535046,1,10
CENTRAL,68,Beg,0.126641507249746,1,10
CENTRAL,68,End,0.1223379884961643,1,10
CENTRAL,68,Mid,0.12447115030020543,1,10
CENTRAL,69,Beg,0.1223379884961643,1,10
CENTRAL,69,End,0.11825982393438189,1,10
CENTRAL,69,Mid,0.12028162361742056,1,10
CENTRAL,70,Beg,0.11825982393438189,1,10
CENTRAL,70,End,0.11439745031918061,1,10
CENTRAL,70,Mid,0.11631260608071894,1,10
CENTRAL,71,Beg,0.11439745031918061,1,10
CENTRAL,71,End,0.11056792670975862,1,10
CENTRAL,71,Mid,0.11246639010244087,1,10
CENTRAL,72,Beg,0.11056792670975862,1,10
CENTRAL,72,End,0.10685832324018221,1,10
CENTRAL,72,Mid,0.10869730103525187,1,10
CENTRAL,73,Beg,0.10685832324018221,1,10
CENTRAL,73,End,0.10326518188728712,1,10
CENTRAL,73,Mid,0.10504639063560413,1,10
CENTRAL,74,Beg,0.10326518188728712,1,10
CENTRAL,74,End,0.09986642350407317,1,10
CENTRAL,74,Mid,0.10155158486001566,1,10
CENTRAL,75,Beg,0.09986642350407317,1,10
CENTRAL,75,End,0.0964943751396849,1,10
CENTRAL,75,Mid,0.09816592144660326,1,10
CENTRAL,76,Beg,0.0964943751396849,1,10
CENTRAL,76,End,0.09330671981221457,1,10
CENTRAL,76,Mid,0.0948871625912236,1,10
CENTRAL,77,Beg,0.09330671981221457,1,10
CENTRAL,77,End,0.09021912660582507,1,10
CENTRAL,77,Mid,0.0917499360648956,1,10
CENTRAL,78,Beg,0.09021912660582507,1,10
CENTRAL,78,End,0.08715426465406416,1,10
CENTRAL,78,Mid,0.08867345508697966,1,10
CENTRAL,79,Beg,0.08715426465406416,1,10
CENTRAL,79,End,0.08425965733590624,1,10
CENTRAL,79,Mid,0.08569474006678783,1,10
CENTRAL,80,Beg,0.08425965733590624,1,10
CENTRAL,80,End,0.08145645586124158,1,10
CENTRAL,80,Mid,0.08284620123255855,1,10
CENTRAL,81,Beg,0.08145645586124158,1,10
CENTRAL,81,End,0.07874193968189039,1,10
CENTRAL,81,Mid,0.08008769777017223,1,10
CENTRAL,82,Beg,0.07874193968189039,1,10
CENTRAL,82,End,0.07611346362016896,1,10
CENTRAL,82,Mid,0.07741654707721794,1,10
CENTRAL,83,Beg,0.07611346362016896,1,10
CENTRAL,83,End,0.07356845596271896,1,10
CENTRAL,83,Mid,0.07483014096278591,1,10
CENTRAL,84,Beg,0.07356845596271896,1,10
CENTRAL,84,End,0.07110441659686496,1,10
CENTRAL,84,Mid,0.07232594376267262,1,10
CENTRAL,85,Beg,0.07110441659686496,1,10
CENTRAL,85,End,0.0687822100615916,1,10
CENTRAL,85,Mid,0.06993367514061082,1,10
CENTRAL,86,Beg,0.0687822100615916,1,10
CENTRAL,86,End,0.06647139960000796,1,10
CENTRAL,86,Mid,0.06761693405039705,1,10
CENTRAL,87,Beg,0.06647139960000796,1,10
CENTRAL,87,End,0.06423449345300282,1,10
CENTRAL,87,Mid,0.06534337519916342,1,10
CENTRAL,88,Beg,0.06423449345300282,1,10
CENTRAL,88,End,0.06212823185966987,1,10
CENTRAL,88,Mid,0.06317258505583419,1,10
CENTRAL,89,Beg,0.06212823185966987,1,10
CENTRAL,89,End,0.06003109161779669,1,10
CENTRAL,89,Mid,0.06107066054022633,1,10
CENTRAL,90,Beg,0.06003109161779669,1,10
CENTRAL,90,End,0.058057602255900315,1,10
CENTRAL,90,Mid,0.05903610115965952,1,10
CENTRAL,91,Beg,0.058057602255900315,1,10
CENTRAL,91,End,0.05609189498814732,1,10
CENTRAL,91,Mid,0.05706628539691002,1,10
CENTRAL,92,Beg,0.05609189498814732,1,10
CENTRAL,92,End,0.05424317908210188,1,10
CENTRAL,92,Mid,0.055159792466039324,1,10
CENTRAL,93,Beg,0.05424317908210188,1,10
CENTRAL,93,End,0.052401042173906336,1,10
CENTRAL,93,Mid,0.0533141549190079,1,10
CENTRAL,94,Beg,0.052401042173906336,1,10
CENTRAL,94,End,0.05066955812421043,1,10
CENTRAL,94,Mid,0.05152802783146226,1,10
CENTRAL,95,Beg,0.05066955812421043,1,10
CENTRAL,95,End,0.0489933904937745,1,10
CENTRAL,95,Mid,0.049824426211713124,1,10
CENTRAL,96,Beg,0.0489933904937745,1,10
CENTRAL,96,End,0.047370837089859376,1,10
CENTRAL,96,Mid,0.04817528328469338,1,10
CENTRAL,97,Beg,0.047370837089859376,1,10
CENTRAL,97,End,0.04575279189421618,1,10
CENTRAL,97,Mid,0.04655478548148572,1,10
CENTRAL,98,Beg,0.04575279189421618,1,10
CENTRAL,98,End,0.044233707272963343,1,10
CENTRAL,98,Mid,0.044986838114826073,1,10
CENTRAL,99,Beg,0.044233707272963343,1,10
CENTRAL,99,End,0.04276340384016799,1,10
CENTRAL,99,Mid,0.04349234286011168,1,10
CENTRAL,100,Beg,0.04276340384016799,1,10
CENTRAL,100,End,0.041340372124797214,1,10
CENTRAL,100,Mid,0.04204586814510466,1,10
CENTRAL,101,Beg,0.041340372124797214,1,10
CENTRAL,101,End,0.03996314745493797,1,10
CENTRAL,101,Mid,0.04064592706613146,1,10
CENTRAL,102,Beg,0.03996314745493797,1,10
CENTRAL,102,End,0.038630308690332744,1,10
CENTRAL,102,Mid,0.039291076880400455,1,10
CENTRAL,103,Beg,0.038630308690332744,1,10
CENTRAL,103,End,0.03734047698882986,1,10
CENTRAL,103,Mid,0.03797991775560821,1,10
CENTRAL,104,Beg,0.03734047698882986,1,10
CENTRAL,104,End,0.03609231460587242,1,10
CENTRAL,104,Mid,0.0367110915530196,1,10
CENTRAL,105,Beg,0.03609231460587242,1,10
CENTRAL,105,End,0.034884523726222395,1,10
CENTRAL,105,Mid,0.03548328064318236,1,10
CENTRAL,106,Beg,0.034884523726222395,1,10
CENTRAL,106,End,0.03371584532710127,1,10
CENTRAL,106,Mid,0.03429520675346496,1,10
CENTRAL,107,Beg,0.03371584532710127,1,10
CENTRAL,107,End,0.03262200794921281,1,10
CENTRAL,107,Mid,0.03316441729135501,1,10
CENTRAL,108,Beg,0.03262200794921281,1,10
CENTRAL,108,End,0.03152699116021956,1,10
CENTRAL,108,Mid,0.03206982625839192,1,10
CENTRAL,109,Beg,0.03152699116021956,1,10
CENTRAL,109,End,0.03046755145297546,1,10
CENTRAL,109,Mid,0.030992744720845424,1,10
CENTRAL,110,Beg,0.03046755145297546,1,10
CENTRAL,110,End,0.029442573943647705,1,10
CENTRAL,110,Mid,0.029950678398595935,1,10
CENTRAL,111,Beg,0.029442573943647705,1,10
CENTRAL,111,End,0.02845097729693796,1,10
CENTRAL,111,Mid,0.028942529309549606,1,10
CENTRAL,112,Beg,0.02845097729693796,1,10
CENTRAL,112,End,0.027524217218464386,1,10
CENTRAL,112,Mid,0.027983760990948285,1,10
CENTRAL,113,Beg,0.027524217218464386,1,10
CENTRAL,113,End,0.026595427520264555,1,10
CENTRAL,113,Mid,0.02705583715366588,1,10
CENTRAL,114,Beg,0.026595427520264555,1,10
CENTRAL,114,End,0.025727864905313962,1,10
CENTRAL,114,Mid,0.026158049742678362,1,10
CENTRAL,115,Beg,0.025727864905313962,1,10
CENTRAL,115,End,0.024858008493866116,1,10
CENTRAL,115,Mid,0.02528919698893847,1,10
CENTRAL,116,Beg,0.024858008493866116,1,10
CENTRAL,116,End,0.024016632527362247,1,10
CENTRAL,116,Mid,0.0244336991746897,1,10
CENTRAL,117,Beg,0.024016632527362247,1,10
CENTRAL,117,End,0.02323139342063972,1,10
CENTRAL,117,Mid,0.023620750176107555,1,10
CENTRAL,118,Beg,0.02323139342063972,1,10
CENTRAL,118,End,0.02244355395053421,1,10
CENTRAL,118,Mid,0.022834076105290816,1,10
CENTRAL,119,Beg,0.02244355395053421,1,10
CENTRAL,119,End,0.021708697186126235,1,10
CENTRAL,119,Mid,0.022073067672904786,1,10
CENTRAL,120,Beg,0.021708697186126235,1,10
CENTRAL,120,End,0.020971076259380918,1,10
CENTRAL,120,Mid,0.02133669946786666,1,10
CENTRAL,121,Beg,0.020971076259380918,1,10
CENTRAL,121,End,0.02028345055243605,1,10
CENTRAL,121,Mid,0.020624397890326846,1,10
CENTRAL,122,Beg,0.02028345055243605,1,10
CENTRAL,122,End,0.01959293002238992,1,10
CENTRAL,122,Mid,0.019935200708457532,1,10
CENTRAL,123,Beg,0.01959293002238992,1,10
CENTRAL,123,End,0.018949575808402033,1,10
CENTRAL,123,Mid,0.019268567999931752,1,10
CENTRAL,124,Beg,0.018949575808402033,1,10
CENTRAL,124,End,0.018326992066042706,1,10
CENTRAL,124,Mid,0.018635684197138,1,10
CENTRAL,125,Beg,0.018326992066042706,1,10
CENTRAL,125,End,0.017701363796945917,1,10
CENTRAL,125,Mid,0.018011461735927024,1,10
CENTRAL,126,Beg,0.017701363796945917,1,10
CENTRAL,126,End,0.017118961501886135,1,10
CENTRAL,126,Mid,0.017407727174183256,1,10
CENTRAL,127,Beg,0.017118961501886135,1,10
CENTRAL,127,End,0.01655540071979182,1,10
CENTRAL,127,Mid,0.01683482306323456,1,10
CENTRAL,128,Beg,0.01655540071979182,1,10
CENTRAL,128,End,0.015988702508181647,1,10
CENTRAL,128,Mid,0.016269584414252497,1,10
CENTRAL,129,Beg,0.015988702508181647,1,10
CENTRAL,129,End,0.015461602125702613,1,10
CENTRAL,129,Mid,0.015722943639399335,1,10
CENTRAL,130,Beg,0.015461602125702613,1,10
CENTRAL,130,End,0.01495158932059301,1,10
CENTRAL,130,Mid,0.01520445741294024,1,10
CENTRAL,131,Beg,0.01495158932059301,1,10
CENTRAL,131,End,0.014438393566922787,1,10
CENTRAL,131,Mid,0.01469275096983957,1,10
CENTRAL,132,Beg,0.014438393566922787,1,10
CENTRAL,132,End,0.013961456667328861,1,10
CENTRAL,132,Mid,0.014197922599114008,1,10
CENTRAL,133,Beg,0.013961456667328861,1,10
CENTRAL,133,End,0.013500012946855457,1,10
CENTRAL,133,Mid,0.013728796224210665,1,10
CENTRAL,134,Beg,0.013500012946855457,1,10
CENTRAL,134,End,0.013053567904913766,1,10
CENTRAL,134,Mid,0.013274913774446624,1,10
CENTRAL,135,Beg,0.013053567904913766,1,10
CENTRAL,135,End,0.012621642532668826,1,10
CENTRAL,135,Mid,0.012835788556677783,1,10
CENTRAL,136,Beg,0.012621642532668826,1,10
CENTRAL,136,End,0.012186533287735092,1,10
CENTRAL,136,Mid,0.012402179924120666,1,10
CENTRAL,137,Beg,0.012186533287735092,1,10
CENTRAL,137,End,0.011782726985712687,1,10
CENTRAL,137,Mid,0.011982929300954848,1,10
CENTRAL,138,Beg,0.011782726985712687,1,10
CENTRAL,138,End,0.01139208053971962,1,10
CENTRAL,138,Mid,0.0115857574115276,1,10
CENTRAL,139,Beg,0.01139208053971962,1,10
CENTRAL,139,End,0.01101417251677042,1,10
CENTRAL,139,Mid,0.011201532948191286,1,10
CENTRAL,140,Beg,0.01101417251677042,1,10
CENTRAL,140,End,0.010648594732544744,1,10
CENTRAL,140,Mid,0.010829841155133376,1,10
CENTRAL,0,Beg,1.0,1,11
CENTRAL,0,End,1.0,1,11
CENTRAL,0,Mid,1.0,1,11
CENTRAL,1,Beg,1.0,1,11
CENTRAL,1,End,0.9716270901634276,1,11
CENTRAL,1,Mid,0.9857114639504948,1,11
CENTRAL,2,Beg,0.9716270901634276,1,11
CENTRAL,2,End,0.9442151254523025,1,11
CENTRAL,2,Mid,0.957823049853947,1,11
CENTRAL,3,Beg,0.9442151254523025,1,11
CENTRAL,3,End,0.9183249208510688,1,11
CENTRAL,3,Mid,0.9311800472236117,1,11
CENTRAL,4,Beg,0.9183249208510688,1,11
CENTRAL,4,End,0.8951496932887174,1,11
CENTRAL,4,Mid,0.9066632623191588,1,11
CENTRAL,5,Beg,0.8951496932887174,1,11
CENTRAL,5,End,0.87539485138226,1,11
CENTRAL,5,Mid,0.8852171669829684,1,11
CENTRAL,6,Beg,0.87539485138226,1,11
CENTRAL,6,End,0.8582939417910063,1,11
CENTRAL,6,Mid,0.8668022252027461,1,11
CENTRAL,7,Beg,0.8582939417910063,1,11
CENTRAL,7,End,0.8423332770474121,1,11
CENTRAL,7,Mid,0.8502761602319325,1,11
CENTRAL,8,Beg,0.8423332770474121,1,11
