cd_choc_s2,scenario,period,evenement,cd_societe,cd_canton,cd_classe_actif,mt_vm_av,mt_vm,mt_vc_av,mt_vc,mt_pfi,mt_cf,mt_pdd,mt_fuite_eco,mt_fuite_vc
CENTRAL,1,36,1.Perf,ACCENTURE,C00001,IMMOBILIER,9071780.313554754,9367523.733486945,2445624.999999996,2445624.999999996,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,36,1.Perf,ACCENTURE,C00001,ACTION,13607670.470332135,14051285.60023042,5192249.999999993,5192249.999999993,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,36,2.StratInv,ACCENTURE,C00001,IMMOBILIER,9367523.733486945,9367523.733486947,2445624.999999996,2445624.9999999963,0.0,-1.862645149230957e-9,0.0,0.0,0.0
CENTRAL,1,36,2.StratInv,ACCENTURE,C00001,ACTION,14051285.60023042,14051285.600230418,5192249.999999993,5192249.999999992,0.0,1.862645149230957e-9,0.0,0.0,0.0
CENTRAL,1,37,1.Perf,ACCENTURE,C00001,ACTION,14051285.600230418,14507802.617124971,5192249.999999992,5192249.999999992,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,37,1.Perf,ACCENTURE,C00001,IMMOBILIER,9367523.733486947,9671868.411416648,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,37,2.StratInv,ACCENTURE,C00001,IMMOBILIER,9671868.411416648,9671868.411416648,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,37,2.StratInv,ACCENTURE,C00001,ACTION,14507802.617124971,14507802.61712497,5192249.999999992,5192249.999999991,0.0,1.862645149230957e-9,0.0,0.0,0.0
CENTRAL,1,38,1.Perf,ACCENTURE,C00001,IMMOBILIER,9671868.411416648,9992119.186961805,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,38,1.Perf,ACCENTURE,C00001,ACTION,14507802.61712497,14988178.780442705,5192249.999999991,5192249.999999991,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,38,2.StratInv,ACCENTURE,C00001,IMMOBILIER,9992119.186961805,9992119.186961805,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,38,2.StratInv,ACCENTURE,C00001,ACTION,14988178.780442705,14988178.780442705,5192249.999999991,5192249.999999991,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,39,1.Perf,ACCENTURE,C00001,ACTION,14988178.780442705,15482494.788842177,5192249.999999991,5192249.999999991,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,39,1.Perf,ACCENTURE,C00001,IMMOBILIER,9992119.186961805,10321663.192561453,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,39,2.StratInv,ACCENTURE,C00001,ACTION,15482494.788842177,15482494.788842177,5192249.999999991,5192249.999999991,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,39,2.StratInv,ACCENTURE,C00001,IMMOBILIER,10321663.192561453,10321663.192561453,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,40,1.Perf,ACCENTURE,C00001,IMMOBILIER,10321663.192561453,10664558.524237229,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,40,1.Perf,ACCENTURE,C00001,ACTION,15482494.788842177,15996837.786355838,5192249.999999991,5192249.999999991,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,40,2.StratInv,ACCENTURE,C00001,IMMOBILIER,10664558.524237229,10664558.524237229,2445624.9999999963,2445624.9999999963,0.0,0.0,0.0,0.0,0.0
CENTRAL,1,40,2.StratInv,ACCENTURE,C00001,ACTION,15996837.786355838,15996837.786355842,5192249.999999991,5192249.999999993,0.0,-3.725290298461914e-9,0.0,0.0,0.0
