cd_choc_s2,cd_choc_s2_gse,cd_choc_s2_passif_prst,cd_choc_s2_passif_ic_fgx,scenario,period,evenement,cd_societe,cd_canton,cd_prtf_ifrs17,cd_fampdt,cd_cnt,nb_cnt,cd_asse_sexe,dt_asse_naiss,dt_cnt_effet,mt_pm_eu,cd_hrg_eu,mt_pm_uc,cd_hrg_uc,cd_prst_rt_cat,cd_capitalisation,tmg,tmg_type,taf,tfgse,tfgse_uc,cd_hyp_mort_exp,cd_hyp_mort_prov,tx_prst_chgt,tx_action_t1,tx_action_t2,tx_action_strat,tx_immobilier,nb_asse_age_annee,nb_asse_age_mois,nb_cnt_anciennete_annee,nb_cnt_anciennete_mois,tmg_brt,generation,mt_pm_eu_av,mt_pm_uc_av,nb_cnt_av,tx_prst_rt,tx_prst_dc_asse_exp,tx_prst_chgt_right,tx_fgx_prst_eu,tx_fgx_pm_eu,tx_fgx_prst_uc,tx_fgx_pm_uc,tx_ic_eu,tx_ic_eu_brt,tx_ic_uc,tx_ic_eu_demi_periode,tx_ic_eu_brt_demi_periode,tx_ic_uc_demi_periode,taf_right,tfgse_right,facteur_inflation_cum,mt_prst_rt_eu_brt,mt_prst_rt_uc_brt,mt_prst_dc_eu_brt,mt_prst_dc_uc_brt,mt_ic_eu_rest,mt_ic_uc_rest,mt_ic_eu_sort,mt_ic_uc_sort,mt_prst_rt_eu_chgt,mt_prst_rt_uc_chgt,mt_prst_dc_eu_chgt,mt_prst_dc_uc_chgt,mt_prst_rt_eu_net,mt_prst_rt_uc_net,mt_prst_dc_eu_net,mt_prst_dc_uc_net,mt_prst_tot_eu_brt,mt_prst_tot_eu_net,mt_prst_tot_eu_chgt,mt_prst_tot_uc_brt,mt_prst_tot_uc_net,mt_prst_tot_uc_chgt,mt_fgx_pm_eu,mt_fgx_pm_uc,mt_fgx_prst_eu,mt_fgx_prst_uc,mt_fgse_eu,mt_fgse_uc,mt_fuite_vc_eu,mt_fuite_vc_uc
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,68,1.0,H,1975-03-31,2006-12-31,443.07453418367993,30001,217.6967270310336,31001,6,ncapi,0.0325,net,1.0,0.0106,0.0131,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,47,573,16,192,0.0431,1975,448.0,112.0,1.0,0.04,0.002213825,0.02,0.0239,0.00084,0.0239,0.00084,0.0325,0.0431,1.029201439650885,0.01612007164507867,0.021322671832952,0.4245004175678171,1.0,0.0106,1.1268250301319698,18.20887168387981,6.381761870703821,0.9674701285335654,0.33907449536186124,7.0446795868844845,65.01745389437149,0.29352831612018676,2.709060578932148,0.3641774336775962,0.12763523741407642,0.019349402570671307,0.0067814899072372245,17.844694250202213,6.2541266332897445,0.9481207259628941,0.33229300545462404,19.176341812413376,18.792814976165108,0.3835268362482675,6.720836366065682,6.586419638744369,0.13441672732131366,0.37218260871429115,0.1828652507060682,0.45831456931667974,0.1606279891489698,4.696590062347007,2.307585306528956,6.912668093088655,44.69104892379562
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,69,1.0,H,1977-03-31,1996-12-31,384376.2506400211,30001,194993.23825123528,31001,2,ncapi,0.0,net,0.9,0.006,0.0085,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,45,549,26,312,0.006666666666666666,1977,401206.0,100301.0,1.0,0.04,0.002029063,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.006666666666666666,1.029201439650885,0.0,0.0033277962194939725,0.4245004175678171,0.9,0.006,1.1268250301319698,16048.24,5715.152655298784,781.50935997888,278.31371501324435,0.0,58226.032527315656,0.0,2426.084688638156,320.9648,114.30305310597569,15.6301871995776,5.566274300264887,15727.2752,5600.849602192809,765.8791727793024,272.7474407129795,16829.74935997888,16493.154372779303,336.59498719957764,5993.466370312029,5873.597042905788,119.86932740624059,322.87605053761774,163.79432013103764,402.23100970349526,143.2438462504575,2306.257503840127,1169.9594295074116,0.0,40033.587405593484
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,70,1.0,H,1977-03-31,1996-12-31,434496.5722441486,30001,219628.6288766493,31001,2,ncapi,0.0036,net,0.9,0.006,0.0085,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,45,549,26,312,0.010666666666666668,1977,451894.0,112973.0,1.0,0.04,0.002029063,0.02,0.0239,0.00084,0.0239,0.00084,0.0036,0.010666666666666668,1.029201439650885,0.0017983829094554427,0.005319186461029801,0.4245004175678171,0.9,0.006,1.1268250301319698,18108.26713785942,6437.20342695556,881.8275562451146,313.4757911306095,781.5743553739201,65582.29302507885,32.565598140580015,2732.595542711618,362.1653427571884,128.7440685391112,17.636551124902294,6.26951582261219,17746.101795102233,6308.459358416449,864.1910051202123,307.2062753079973,18990.094694104537,18610.292800222447,379.80189388209067,6750.679218086169,6615.665633724446,135.0135843617234,364.9771206850848,184.48804825638544,453.86326318909846,161.34123331225945,2606.9794334648914,1317.7717732598958,778.5269847385935,45091.41952694504
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,71,1.0,H,1977-09-30,2005-12-31,4327.521333531839,30001,2194.8671098557807,31001,6,ncapi,0.0,net,1.0,0.0107,0.0132,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,45,543,17,204,0.0107,1977,4517.0,1129.0,1.0,0.04,0.002029063,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.0107,1.029201439650885,0.0,0.005335764806962295,0.4245004175678171,1.0,0.0107,1.1268250301319698,180.68,64.33043885736262,8.798666468159999,3.132732318221682,0.0,655.3991557745127,0.0,27.30829815727137,3.6136000000000004,1.2866087771472525,0.17597332936319998,0.06265464636443364,177.06640000000002,63.04383008021537,8.622693138796798,3.0700776718572484,189.47866646816001,185.6890931387968,3.7895733293632006,67.4631711755843,66.11390775207262,1.3492634235116863,3.635117920166745,1.8436883722788557,4.528540128589024,1.612369791096465,46.30447826879068,23.48507807545685,-9.094947017729282e-13,450.6228270995812
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,72,1.0,H,1977-09-30,2011-12-31,2188.1909953036798,30001,1110.0700794753327,31001,5,ncapi,0.0,net,0.96,0.0048,0.0073,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,45,543,11,132,0.005,1977,2284.0,571.0,1.0,0.04,0.002029063,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.005,1.029201439650885,0.0,0.002496882788171062,0.4245004175678171,0.96,0.0048,1.1268250301319698,91.36,32.535589537248946,4.449004696319999,1.5844022619172546,0.0,331.4729122650547,0.0,13.811371344377275,1.8272,0.650711790744979,0.0889800939264,0.03168804523834509,89.5328,31.884877746503967,4.360024602393599,1.5527142166789096,95.80900469632,93.89282460239359,1.9161800939264,34.1199917991662,33.437591963182875,0.6823998359833241,1.838080436055091,0.9324588667592795,2.289835212242048,0.8154678040000722,10.503316777457663,5.328336381481597,-4.547473508864641e-13,227.905787665067
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,73,1.0,H,1978-05-31,2004-12-31,808.940194054272,30001,408.3339816831828,31001,6,ncapi,0.005,net,1.0,0.0104,0.0129,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,44,535,18,216,0.0154,1978,840.0,210.0,1.0,0.04,0.001840754,0.02,0.0239,0.00084,0.0239,0.00084,0.005,0.0154,1.029201439650885,0.002496882788171062,0.007670581092849016,0.4245004175678171,1.0,0.0104,1.1268250301319698,33.683895261682544,11.965803507569662,1.4880903585245566,0.5286264160745493,2.0185137196188467,121.90772605194653,0.08410473831745195,5.079488585497772,0.6736779052336509,0.23931607015139325,0.029761807170491133,0.010572528321490986,33.01021735644889,11.72648743741827,1.4583285513540656,0.5180538877530583,35.1719856202071,34.468545907802955,0.703439712404142,12.494429923644212,12.244541325171328,0.24988859847288425,0.6795097630055885,0.3430005446138736,0.8406104563229498,0.29861687517509666,8.412978018164427,4.246673409505101,2.0095612165428065,83.84119696938274
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,74,1.0,H,1979-12-31,1996-12-31,1890.8904375330815,30001,917.942009106273,31001,2,ncapi,0.045,net,0.9,0.0036,0.0061,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,43,516,26,312,0.05399999999999999,1979,1888.0,472.0,1.0,0.04,0.001663724,0.02,0.0239,0.00084,0.0239,0.00084,0.045,0.05399999999999999,1.029201439650885,0.022252415013043647,0.02664502141684788,0.4245004175678171,0.9,0.0036,1.1268250301319698,77.20050238178506,26.894567883680388,3.082567886991191,1.0738833133849985,41.22954283715869,274.00212712627985,1.7178976182149466,11.416755296928354,1.5440100476357013,0.5378913576736077,0.061651357739823824,0.021477666267699973,75.65649233414936,26.35667652600678,3.0209165292513673,1.0524056471172987,80.28307026877624,78.67740886340073,1.6056614053755252,27.968451197065388,27.409082173124077,0.5593690239413077,1.5883479675277885,0.7710712876492694,1.9187653794237522,0.6684459836098628,6.807205575119093,3.3045912327825824,40.226067346484115,188.49157788013008
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,75,1.0,H,1981-03-31,2007-12-31,53462.86595514432,30001,27122.703978312235,31001,5,ncapi,0.0,net,0.98,0.0033,0.0058,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,41,501,15,180,0.0033673469387755102,1981,55758.0,13940.0,1.0,0.04,0.001210851,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.0033673469387755102,1.029201439650885,0.0,0.001682258472603504,0.4245004175678171,0.98,0.0033,1.1268250301319698,2230.32,794.3014328358148,64.81404485568,23.0827364220163,0.0,8092.350957924451,0.0,337.18128991351887,44.6064,15.886028656716297,1.2962808971136,0.461654728440326,2185.7136,778.4154041790985,63.5177639585664,22.621081693575974,2295.1340448556803,2249.2313639585664,45.9026808971136,817.3841692578311,801.0364858726745,16.34768338515662,44.90880740232123,22.78307134178228,54.85370367205076,19.535481645262163,176.42745765197625,89.50492312843038,0.0,5570.555899732099
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,76,1.0,H,1983-06-30,1989-12-31,1041.330296019499,30001,506.00542785164333,31001,2,ncapi,0.045,net,0.98,0.004,0.0065,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,39,474,33,396,0.05,1983,1039.0,260.0,1.0,0.04,0.000954121,0.02,0.0239,0.00084,0.0239,0.00084,0.045,0.05,1.029201439650885,0.022252415013043647,0.02469507659595993,0.4245004175678171,0.98,0.004,1.1268250301319698,42.48481036794209,14.814804342705298,0.9728555940737106,0.3392427824223917,22.689351169389766,150.9333751119338,0.9453896320579082,6.288890629663916,0.8496962073588418,0.29629608685410597,0.019457111881474212,0.006784855648447834,41.63511416058325,14.518508255851192,0.9533984821922363,0.33245792677394387,43.4576659620158,42.588512642775484,0.869153319240316,15.15404712512769,14.850966182625136,0.3030809425025538,0.8747174486563791,0.42504455939538044,1.0386382164921777,0.3621817262905518,4.165321184077996,2.0240217114065735,22.153221180067135,103.93720923517333
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,77,1.0,H,1986-05-31,2002-12-31,67253.55517249824,30001,34117.26610571662,31001,5,ncapi,0.0,net,1.0,0.007,0.0095,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,36,439,20,240,0.007,1986,70109.0,17527.0,1.0,0.04,0.000759009,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.007,1.029201439650885,0.0,0.0034938963441679682,0.4245004175678171,1.0,0.007,1.1268250301319698,2804.36,998.6887527484453,51.08482750176,18.19233003683627,0.0,10174.651021487938,0.0,423.9437925619981,56.0872,19.973775054968907,1.0216965500352,0.3638466007367254,2748.2728,978.7149776934764,50.0631309517248,17.828483436099546,2855.4448275017603,2798.335930951725,57.108896550035205,1016.8810827852816,996.5434611295759,20.337621655705632,56.49298634489852,28.658503528801962,68.24513137729207,24.30345787856823,470.77488620748767,238.82086274001634,0.0,7008.552374451967
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,78,1.0,H,1986-05-31,2002-12-31,39.0951039246768,30001,19.46554807195562,31001,5,ncapi,0.045,net,1.0,0.007,0.0095,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,36,439,20,240,0.052,1986,39.0,10.0,1.0,0.04,0.000759009,0.02,0.0239,0.00084,0.0239,0.00084,0.045,0.052,1.029201439650885,0.022252415013043647,0.02567051239664675,0.4245004175678171,1.0,0.007,1.1268250301319698,1.5947137674203482,0.5698001670271269,0.029049650445502822,0.010379602919402221,0.8516695819116467,5.805129811997454,0.03548623257965203,0.24188040883322737,0.03189427534840696,0.011396003340542539,0.0005809930089100564,0.0002075920583880444,1.5628194920719412,0.5584041636865843,0.028468657436592767,0.010172010861014177,1.623763417865851,1.5912881495085338,0.03247526835731702,0.5801797699465291,0.5685761745475985,0.011603595398930583,0.032839887296728515,0.016351060380442723,0.03880794568699384,0.013866296501722046,0.2736657274727376,0.13625883650368933,0.8317115280513576,3.998717621071467
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,79,1.0,H,1986-05-31,2002-12-31,102.64203459552,30001,52.556979794280174,31001,5,ncapi,0.0,brut,1.0,0.007,0.0095,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,36,439,20,240,0.007,1986,107.0,27.0,1.0,0.04,0.000759009,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.007,1.029201439650885,0.0,0.0034938963441679682,0.4245004175678171,1.0,0.007,1.1268250301319698,4.28,1.5384604509732425,0.07796540448,0.028024927882385992,0.0,15.673850492393123,0.0,0.6530771038497155,0.08560000000000001,0.03076920901946485,0.0015593080896,0.0005604985576477199,4.1944,1.5076912419537776,0.0764060963904,0.027464429324738273,4.35796540448,4.2708060963904,0.08715930808960001,1.5664853788556286,1.535155671278516,0.03132970757711257,0.08621930906023681,0.044147863027195346,0.104155373167072,0.03743900055464952,0.71849424216864,0.36789885855996124,0.0,10.796537576892966
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,80,1.0,H,1989-04-30,1999-12-31,427.5412148402104,30001,216.11380247704346,31001,5,ncapi,0.0036,net,0.95,0.004,0.0065,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,33,404,23,276,0.008,1989,444.0,111.0,1.0,0.04,0.000545262,0.02,0.0239,0.00084,0.0239,0.00084,0.0036,0.008,1.029201439650885,0.0017983829094554427,0.003992031840890586,0.4245004175678171,0.95,0.004,1.1268250301319698,17.79193928047193,6.324781854001108,0.23283044150276846,0.08276791687863244,0.7679212686736724,64.43694091317174,0.03199671952806967,2.6848725380488263,0.3558387856094386,0.12649563708002215,0.0046566088300553695,0.0016553583375726489,17.43610049486249,6.198286216921086,0.2281738326727131,0.0811125585410598,18.0247697219747,17.664274327535203,0.36049539443949397,6.40754977087974,6.279398775462146,0.1281509954175948,0.35913462046577677,0.1815355940807165,0.43079199635519533,0.15314043952402578,1.7101648593608416,0.8644552099081739,0.7660665739833235,44.39953879670264
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,12,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_2,81,1.0,H,1989-04-30,1999-12-31,38.3790619392,30001,19.46971193486878,31001,5,ncapi,0.0,net,0.95,0.004,0.0065,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,33,404,23,276,0.004210526315789474,1989,40.0,10.0,1.0,0.04,0.000545262,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.004210526315789474,1.029201439650885,0.0,0.002103051744574591,0.4245004175678171,0.95,0.004,1.1268250301319698,1.6,0.5698001670271269,0.0209380608,0.007456569088165085,0.0,5.805129811997454,0.0,0.24188040883322737,0.032,0.011396003340542539,0.00041876121600000003,0.0001491313817633017,1.568,0.5584041636865843,0.020519299584000002,0.007307437706401783,1.6209380608000001,1.588519299584,0.032418761216,0.5772567361152919,0.565711601392986,0.01154513472230584,0.032238412028928,0.016354558025289775,0.03874041965312001,0.013796435993155477,0.1535162477568,0.07787884773947512,0.0,3.9999584501533896
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,1,1.0,H,1945-12-31,2004-12-31,920.245039671204,30001,454.7470123727392,31001,6,capi,0.0275,net,1.0,0.0107,0.0132,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,77,924,18,216,0.0382,1945,1035.0,259.0,1.0,0.04,0.098615529,0.02,0.0239,0.00084,0.0239,0.00084,0.0275,0.0382,1.0290314823097058,0.01365674663566474,0.018920997918876914,0.4244407612497285,1.0,0.0107,1.1380932804332895,41.96538931071652,14.757206286547188,99.3225375976141,34.92695290823943,13.754656542803733,150.3254368843528,0.5731106892834893,6.26355987018138,0.8393077862143303,0.2951441257309438,1.986450751952282,0.6985390581647886,41.12608152450219,14.462062160816243,97.33608684566182,34.22841385007464,141.28792690833063,138.46216837016402,2.825758538166612,49.684159194786616,48.69047601089088,0.9936831838957323,0.7730058333238115,0.381987490393101,3.3767814531091025,1.1874514047554001,9.846621924481882,4.86579303238831,12.20519934744732,88.84217481299163
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,2,1.0,H,1949-10-31,2019-12-31,13802.472185610239,30001,7001.412649576808,31001,4,ncapi,0.0,net,0.9,0.0096,0.0121,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,73,878,3,36,0.010666666666666666,1949,15264.0,3816.0,1.0,0.04,0.058072904,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.010666666666666666,1.0290314823097058,0.0,0.005319186461029801,0.4244407612497285,0.9,0.0096,1.1380932804332895,610.5600000000001,217.42663779715855,850.96781438976,303.03831033209184,0.0,2214.833463902279,0.0,92.28472766259515,12.211200000000002,4.348532755943171,17.019356287795198,6.060766206641837,598.3488000000001,213.07810504121537,833.9484581019648,296.97754412545,1461.52781438976,1432.2972581019649,29.2305562877952,520.4649481292504,510.0556491666654,10.409298962585009,11.5940766359126,5.881186625644519,34.93051476391526,12.439112260289084,132.5037329818583,67.21356143593735,-1.8189894035458565e-12,1398.7594061411828
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,3,1.0,H,1950-12-31,1994-12-31,825.3527715839999,30001,418.20407426248045,31001,2,ncapi,0.0,net,0.9,0.0066,0.0091,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,72,864,28,336,0.007333333333333333,1950,905.0,226.0,1.0,0.04,0.05000832,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.007333333333333333,1.0290314823097058,0.0,0.0036599689801986024,0.4244407612497285,0.9,0.0066,1.1380932804332895,36.2,12.876944481697548,43.447228416,15.454904646311162,0.0,131.17200284117274,0.0,5.4655001183821925,0.7240000000000001,0.25753888963395094,0.86894456832,0.30909809292622326,35.476000000000006,12.619405592063597,42.57828384768,15.145806553384938,79.647228416,78.05428384768001,1.59294456832,28.33184912800871,27.765212145448537,0.5666369825601743,0.69329632813056,0.3512914223804836,1.9035687591424002,0.6771311941594081,5.447328292454399,2.760146890132371,-1.1368683772161603e-13,83.89842043093421
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,4,1.0,H,1950-02-28,2017-12-31,495696.8427012096,30001,251446.12488056914,31001,6,ncapi,0.0,net,0.9,0.0081,0.0106,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,72,874,5,60,0.009,1950,543532.0,135883.0,1.0,0.04,0.05000832,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.009,1.0290314823097058,0.0,0.004489920307814588,0.4244407612497285,0.9,0.0081,1.1380932804332895,21741.28,7742.291358435875,26093.8772987904,9292.295610861502,0.0,78867.45691180122,0.0,3286.1440379917176,434.8256,154.8458271687175,521.8775459758081,185.84591221723005,21306.4544,7587.445531267157,25571.999752814594,9106.449698644272,47835.1572987904,46878.45415281459,956.7031459758081,17034.586969297376,16693.895229911428,340.6917393859476,416.3853478690161,211.2147448996781,1143.2602594410905,407.1266285662073,4015.1444258797974,2036.71361153261,0.0,50444.1109000736
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,5,1.0,H,1952-02-29,2002-12-31,3288.5860211435233,30001,1664.001139447337,31001,6,ncapi,0.0025,net,1.0,0.0096,0.0121,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,70,850,20,240,0.0121,1952,3548.0,887.0,1.0,0.04,0.036903109,0.02,0.0239,0.00084,0.0239,0.00084,0.0025,0.0121,1.0290314823097058,0.00124921972503933,0.006031808642251724,0.4244407612497285,1.0,0.0096,1.1380932804332895,142.0972892633776,50.53915820914037,125.85196210298288,44.76124953984365,4.260257678938337,514.821090796992,0.17751073662243078,21.450878783208015,2.8419457852675523,1.0107831641828073,2.5170392420596577,0.8952249907968729,139.25534347811006,49.52837504495756,123.33492286092323,43.86602454904677,267.9492513663605,262.5902663390333,5.3589850273272095,95.30040774898401,93.39439959400434,1.9060081549796801,2.76241225776056,1.3977609571357632,6.403987107656016,2.277679745200718,31.57042580297782,15.974410938694433,4.097504094323085,336.02957761612106
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,6,1.0,H,1956-03-31,2002-12-31,4271.514522857472,30001,2103.1723054928857,31001,6,ncapi,0.03,net,1.0,0.0096,0.0121,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,801,20,240,0.039599999999999996,1956,4405.0,1101.0,1.0,0.04,0.019319552,0.02,0.0239,0.00084,0.0239,0.00084,0.03,0.039599999999999996,1.0290314823097058,0.014889156509221957,0.01960776772247086,0.4244407612497285,1.0,0.0096,1.1380932804332895,178.82346937692492,62.73237112543804,82.9149435707498,29.08707134498877,63.90073495380227,639.0282085315539,2.662530623075103,26.6261753554814,3.5764693875384985,1.254647422508761,1.658298871414996,0.5817414268997755,175.2469999893864,61.47772370292928,81.2566446993348,28.505329918088997,261.7384129476747,256.50364468872124,5.234768258953494,91.81944247042682,89.98305362101829,1.8363888494085363,3.5880721992002766,1.766664736614024,6.255548069449426,2.194484675043201,41.006539419431725,20.190454132731702,61.68967022826928,428.33736407627725
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,7,1.0,H,1956-04-30,2006-12-31,1848.07269064704,30001,937.9269772906512,31001,6,ncapi,0.0,net,1.0,0.009,0.0115,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,800,16,192,0.009,1956,1963.0,491.0,1.0,0.04,0.019319552,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.009,1.0290314823097058,0.0,0.004489920307814588,0.4244407612497285,1.0,0.009,1.1380932804332895,78.52,27.97601655094467,36.40730935296,12.971618556212068,0.0,284.97988227883104,0.0,11.874161761617964,1.5704,0.5595203310188934,0.7281461870592,0.25943237112424133,76.94959999999999,27.416496219925776,35.679163165900796,12.712186185087827,114.92730935296,112.62876316590078,2.2985461870592,40.94763510715674,40.128682405013606,0.8189527021431348,1.5523810601435137,0.787858660924147,2.746762693535744,0.9786484790610461,16.632654215823358,8.44134279561586,0.0,191.0205683573589
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,8,1.0,H,1956-07-31,2009-12-31,872.72714428416,30001,443.17527236544,31001,6,ncapi,0.0,net,0.85,0.0085,0.011,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,797,13,156,0.01,1956,927.0,232.0,1.0,0.04,0.019319552,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.01,1.0290314823097058,0.0,0.00498756211208895,0.4244407612497285,0.85,0.0085,1.1380932804332895,37.08,13.21881026439748,17.19285571584,6.12915581474786,0.0,134.6544453944782,0.0,5.610601891436608,0.7415999999999999,0.2643762052879496,0.3438571143168,0.1225831162949572,36.3384,12.95443405910953,16.8489986015232,6.006572698452903,54.272855715839995,53.1873986015232,1.0854571143168,19.34796607914534,18.961006757562433,0.3869593215829068,0.7330908011986944,0.3722672287869696,1.297121251608576,0.46241638929157364,7.41818072641536,3.76698981510624,0.0,90.25819115867051
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,9,1.0,H,1956-08-31,2018-12-31,442397.34589366266,30001,224409.0580675638,31001,4,ncapi,0.0,net,0.9,0.0079,0.0104,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,796,4,48,0.008777777777777778,1956,469909.0,117477.0,1.0,0.04,0.019319552,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.008777777777777778,1.0290314823097058,0.0,0.004379299755713717,0.4244407612497285,0.9,0.0079,1.1380932804332895,18796.36,6693.561092373375,8715.29410633728,3103.598438142821,0.0,68184.48397244446,0.0,2841.0201655185265,375.9272,133.8712218474675,174.30588212674562,62.07196876285642,18420.432800000002,6559.689870525907,8540.988224210534,3041.5264693799645,27511.65410633728,26961.421024210536,550.2330821267457,9797.159530516195,9601.216339905872,195.9431906103239,371.61377055067663,188.5036087767536,657.528533141461,234.15211277933707,3494.939032559935,1772.8315587337543,-5.820766091346741e-11,45703.713460117
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,13,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,10,1.0,H,1957-05-31,2020-12-31,992323.238069353,30001,503364.7305124459,31001,6,ncapi,0.0,net,0.9,0.0079,0.0104,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,65,787,2,24,0.008777777777777778,1957,1051034.0,262759.0,1.0,0.04,0.016520836,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.008777777777777778,1.0290314823097058,0.0,0.004379299755713717,0.4244407612497285,0.9,0.0079,1.1380932804332895,42041.36,14971.385199408696,16669.40193064704,5936.1551897342015,0.0,152507.1871439987,0.0,6354.466130999942,840.8272000000001,299.42770398817396,333.3880386129408,118.72310379468404,41200.5328,14671.957495420522,16336.0138920341,5817.4320859395175,58710.761930647044,57536.5466920341,1174.215238612941,20907.540389142898,20489.38958136004,418.150807782858,833.5515199782566,422.82637363045455,1403.1872101424644,499.69021530051526,7839.35358074789,3976.581371048323,1.1641532182693481e-10,102651.61762659013
