cd_choc_s2,cd_choc_s2_gse,cd_choc_s2_passif_prst,cd_choc_s2_passif_ic_fgx,scenario,period,evenement,cd_societe,cd_canton,cd_prtf_ifrs17,cd_fampdt,cd_cnt,nb_cnt,cd_asse_sexe,dt_asse_naiss,dt_cnt_effet,mt_pm_eu,cd_hrg_eu,mt_pm_uc,cd_hrg_uc,cd_prst_rt_cat,cd_capitalisation,tmg,tmg_type,taf,tfgse,tfgse_uc,cd_hyp_mort_exp,cd_hyp_mort_prov,tx_prst_chgt,tx_action_t1,tx_action_t2,tx_action_strat,tx_immobilier,nb_asse_age_annee,nb_asse_age_mois,nb_cnt_anciennete_annee,nb_cnt_anciennete_mois,tmg_brt,generation,mt_pm_eu_av,mt_pm_uc_av,nb_cnt_av,tx_prst_rt,tx_prst_dc_asse_exp,tx_prst_chgt_right,tx_fgx_prst_eu,tx_fgx_pm_eu,tx_fgx_prst_uc,tx_fgx_pm_uc,tx_ic_eu,tx_ic_eu_brt,tx_ic_uc,tx_ic_eu_demi_periode,tx_ic_eu_brt_demi_periode,tx_ic_uc_demi_periode,taf_right,tfgse_right,facteur_inflation_cum,mt_prst_rt_eu_brt,mt_prst_rt_uc_brt,mt_prst_dc_eu_brt,mt_prst_dc_uc_brt,mt_ic_eu_rest,mt_ic_uc_rest,mt_ic_eu_sort,mt_ic_uc_sort,mt_prst_rt_eu_chgt,mt_prst_rt_uc_chgt,mt_prst_dc_eu_chgt,mt_prst_dc_uc_chgt,mt_prst_rt_eu_net,mt_prst_rt_uc_net,mt_prst_dc_eu_net,mt_prst_dc_uc_net,mt_prst_tot_eu_brt,mt_prst_tot_eu_net,mt_prst_tot_eu_chgt,mt_prst_tot_uc_brt,mt_prst_tot_uc_net,mt_prst_tot_uc_chgt,mt_fgx_pm_eu,mt_fgx_pm_uc,mt_fgx_prst_eu,mt_fgx_prst_uc,mt_fgse_eu,mt_fgse_uc,mt_fuite_vc_eu,mt_fuite_vc_uc
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,5,1.0,H,1952-02-29,2002-12-31,2898.808449324874,30001,1464.9248620884057,31001,6,ncapi,0.0025,net,1.0,0.0096,0.0121,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,70,850,20,240,0.0121,1952,3548.0,887.0,1.0,0.04,0.151053557,0.02,0.0239,0.00084,0.0239,0.00084,0.0025,0.0121,1.0264701168311514,0.00124921972503933,0.006031808642251724,0.4235413997601727,1.0,0.0096,1.282431995017234,142.0972892633776,50.50724886349093,515.1432235989863,183.1031902827483,4.260257678938337,513.4058611602801,0.17751073662243078,21.391910881678363,2.8419457852675523,1.0101449772698186,10.302864471979726,3.662063805654966,139.25534347811006,49.49710388622111,504.8403591270066,179.44112647709335,657.2405128623639,644.0957026051167,13.14481025724728,233.61043914623923,228.93823036331446,4.672208782924785,2.434999097432894,1.2305368841542608,15.708048257410496,5.583289495595118,27.828561113518788,14.063278676048693,3.6111937716773355,276.7375291926867
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,6,1.0,H,1956-03-31,2002-12-31,3941.6593694529115,30001,1938.3110697550565,31001,6,ncapi,0.03,net,1.0,0.0096,0.0121,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,801,20,240,0.039599999999999996,1956,4405.0,1101.0,1.0,0.04,0.095049717,0.02,0.0239,0.00084,0.0239,0.00084,0.03,0.039599999999999996,1.0264701168311514,0.014889156509221957,0.01960776772247086,0.4235413997601727,1.0,0.0096,1.282431995017234,178.82346937692492,62.69276324543801,407.93088377363705,143.01430570624524,63.90073495380227,637.2715367953421,2.662530623075103,26.552980699805946,3.5764693875384985,1.2538552649087602,8.15861767547274,2.860286114124905,175.2469999893864,61.43890798052925,399.7722660981643,140.15401959212033,586.754353150562,575.0192660875507,11.735087063011239,205.70706895168325,201.5929275726496,4.114141379033665,3.310993870340446,1.6281812985942474,14.023429040298433,4.91639894794523,37.839929946747944,18.60778626964854,56.850457026595905,379.193621211592
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,7,1.0,H,1956-04-30,2006-12-31,1705.3607093078401,30001,864.4057540869508,31001,6,ncapi,0.0,net,1.0,0.009,0.0115,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,800,16,192,0.009,1956,1963.0,491.0,1.0,0.04,0.095049717,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.009,1.0264701168311514,0.0,0.004489920307814588,0.4235413997601727,1.0,0.009,1.282431995017234,78.52,27.95835309128979,179.11929069216,63.77840517871608,0.0,284.1964800785767,0.0,11.841520003274049,1.5704,0.5591670618257958,3.5823858138432003,1.2755681035743216,76.94959999999999,27.399186029463994,175.53690487831682,62.502837075141755,257.63929069216,252.4865048783168,5.152785813843201,91.73675827000586,89.90202310460575,1.8347351654001174,1.4325029958185858,0.7261008334330387,6.157579047542624,2.1925085226531404,15.34824638377056,7.779651786782556,2.2737367544323206e-13,169.1045122751059
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,8,1.0,H,1956-07-31,2009-12-31,805.3333558473599,30001,408.43612005737793,31001,6,ncapi,0.0,net,0.85,0.0085,0.011,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,797,13,156,0.01,1956,927.0,232.0,1.0,0.04,0.095049717,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.01,1.0264701168311514,0.0,0.00498756211208895,0.4235413997601727,0.85,0.0085,1.282431995017234,37.08,13.210464189774402,84.58664415264,30.135621184240588,0.0,134.28428386604844,0.0,5.595178494418697,0.7415999999999999,0.264209283795488,1.6917328830528002,0.6027124236848118,36.3384,12.946254905978915,82.89491126958721,29.532908760555777,121.66664415264,119.2333112695872,2.4333328830528003,43.34608537401499,42.47916366653469,0.8669217074802998,0.6764800189117823,0.3430863408481975,2.9078327952480962,1.0359714404389584,6.84533352470256,3.4717070204877127,-1.1368683772161603e-13,79.9027430709258
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,9,1.0,H,1956-08-31,2018-12-31,408234.5112328771,30001,206818.3192930198,31001,4,ncapi,0.0,net,0.9,0.0079,0.0104,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,66,796,4,48,0.008777777777777778,1956,469909.0,117477.0,1.0,0.04,0.095049717,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.008777777777777778,1.0264701168311514,0.0,0.004379299755713717,0.4235413997601727,0.9,0.0079,1.282431995017234,18796.36,6689.334920785032,42878.12876712288,15259.665387332034,0.0,67997.04661953352,0.0,2833.2102758139,375.9272,133.78669841570064,857.5625753424575,305.1933077466407,18420.432800000002,6555.548222369332,42020.56619178042,14954.472079585394,61674.48876712288,60440.99899178042,1233.4897753424575,21949.000308117065,21510.020301954726,438.98000616234134,342.91698943561676,173.72738820613662,1474.0202815342368,524.5811073639978,3225.0526387397294,1633.8647224148565,-5.820766091346741e-11,40460.06270578946
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,10,1.0,H,1957-05-31,2020-12-31,924456.2096428801,30001,468346.61199953075,31001,6,ncapi,0.0,net,0.9,0.0079,0.0104,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,65,787,2,24,0.008777777777777778,1957,1051034.0,262759.0,1.0,0.04,0.083783,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.008777777777777778,1.0264701168311514,0.0,0.004379299755713717,0.4235413997601727,0.9,0.0079,1.282431995017234,42041.36,14961.93258638333,84536.43035712,30085.3343492389,0.0,152087.94889809925,0.0,6336.997870754151,840.8272000000001,299.2386517276666,1690.7286071424,601.706686984778,41200.5328,14662.693934655663,82845.7017499776,29483.627662254123,126577.79035712,124046.2345499776,2531.5558071424,45047.26693562223,44146.32159690979,900.9453387124446,776.5432161000193,393.41115407960586,3025.209189535168,1076.6296797613713,7303.2040561787535,3699.9382347962933,1.1641532182693481e-10,92209.93216629961
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,11,1.0,H,1957-05-31,2018-12-31,132572.05546368,30001,67163.3271810074,31001,6,ncapi,0.0,net,0.9,0.0078,0.0103,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,65,787,4,48,0.008666666666666666,1957,150724.0,37681.0,1.0,0.04,0.083783,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.008666666666666666,1.0264701168311514,0.0,0.004323984910579837,0.4235413997601727,0.9,0.0078,1.282431995017234,6028.96,2145.6185393745227,12122.98453632,4314.392594025975,0.0,21810.1987084335,0.0,908.7582795180637,120.5792,42.91237078749045,242.4596907264,86.2878518805195,5908.3808,2102.706168587032,11880.5248455936,4228.104742145456,18151.94453632,17788.9056455936,363.0388907264,6460.011133400498,6330.810910732488,129.20022266800996,111.36052658949122,56.41719483204621,433.831474418048,154.3942660882719,1034.062032616704,523.8739520118577,0.0,13223.381326456329
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,12,1.0,H,1957-06-30,2010-12-31,87926.0471088,30001,44544.431134538776,31001,6,ncapi,0.0,net,0.85,0.0091,0.0116,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,65,786,12,144,0.010705882352941178,1957,99965.0,24991.0,1.0,0.04,0.083783,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.010705882352941178,1.0264701168311514,0.0,0.0053386903690422205,0.4235413997601727,0.85,0.0091,1.282431995017234,3998.6,1423.028924856259,8040.352891199999,2861.4151778695664,0.0,14465.079905588003,0.0,602.7116627328348,79.972,28.46057849712518,160.807057824,57.22830355739133,3918.6279999999997,1394.5683463591338,7879.545833375999,2804.186874312175,12038.952891199999,11798.173833375999,240.779057824,4284.444102725825,4198.755220671309,85.68888205451651,73.857879571392,37.41732215301257,287.73097409968,102.39821405514724,800.1270286900801,405.35432332430287,0.0,8770.083668943764
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,13,1.0,H,1957-11-30,2007-12-31,46548.51463104,30001,23583.184680128146,31001,6,ncapi,0.0,net,1.0,0.0106,0.0131,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,65,781,15,180,0.0106,1957,52922.0,13231.0,1.0,0.04,0.083783,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.0106,1.0264701168311514,0.0,0.005286028948975341,0.4235413997601727,1.0,0.0106,1.282431995017234,2116.88,753.3950504090737,4256.605368959999,1514.920740202162,0.0,7658.2558613434785,0.0,319.0939942226456,42.3376,15.067901008181476,85.1321073792,30.29841480404324,2074.5424000000003,738.3271494008923,4171.4732615808,1484.6223253981188,6373.4853689599995,6246.0156615808,127.4697073792,2268.3157906112356,2222.949474799011,45.36631581222471,39.1007522900736,19.809875131307642,152.326300318144,54.21274739560853,493.41425508902404,249.98175760935834,0.0,4643.150615173257
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,14,1.0,H,1958-10-31,2006-12-31,51664.71108964729,30001,25536.30423812302,31001,6,ncapi,0.025,net,1.0,0.0106,0.0131,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,64,770,16,192,0.0356,1958,56463.0,14116.0,1.0,0.04,0.070102763,0.02,0.0239,0.00084,0.0239,0.00084,0.025,0.0356,1.0264701168311514,0.01242283656582921,0.017644338656684244,0.4235413997601727,1.0,0.0106,1.282431995017234,2286.5772248406565,803.788415960584,3847.089150580854,1352.3469318295254,681.7386038242269,8170.504099366983,28.4057751593428,340.43767080695835,45.73154449681313,16.07576831921168,76.94178301161708,27.046938636590507,2240.8456803438435,787.7126476413723,3770.147367569237,1325.2999931929348,6133.666375421511,6010.99304791308,122.6733275084302,2156.1353477901093,2113.012640834307,43.12270695580219,43.39835731530373,21.450495560023338,146.5946263725741,51.53163481218362,547.6459375502612,270.684824924104,625.2330860852308,5065.497815739189
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,15,1.0,H,1958-11-30,2001-12-31,70248.45443904384,30001,35589.098418574256,31001,2,ncapi,0.0,net,0.96,0.0066,0.0091,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,64,769,21,252,0.006875,1958,78692.0,19673.0,1.0,0.04,0.070102763,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.006875,1.0264701168311514,0.0,0.0034316120194739508,0.4235413997601727,0.96,0.0066,1.282431995017234,3147.6800000000003,1120.213198299275,5295.865560956159,1884.720968396306,0.0,11386.959984899877,0.0,474.45666603749527,62.95360000000001,22.404263965985503,105.91731121912319,37.69441936792612,3084.7264000000005,1097.8089343332895,5189.948249737036,1847.0265490283798,8443.54556095616,8274.674649737037,168.8709112191232,3004.934166695581,2944.8354833616695,60.09868333391162,59.00870172879683,29.894842671602376,201.80073890685222,71.81792658402439,463.6397992976893,234.88804956259008,0.0,7059.615934332465
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,16,1.0,H,1960-12-31,2005-12-31,26264.951110907874,30001,12981.280975539043,31001,6,ncapi,0.025,net,1.0,0.0104,0.0129,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,62,744,17,204,0.0354,1960,28213.0,7053.0,1.0,0.04,0.053910485,0.02,0.0239,0.00084,0.0239,0.00084,0.025,0.0354,1.0264701168311514,0.01242283656582921,0.0175460677532,0.4235413997601727,1.0,0.0104,1.282431995017234,1142.5394195212696,401.60949970033994,1478.2765017122426,519.6231098268644,340.6459314895225,4082.357991841551,14.193580478730137,170.09824966006474,22.850788390425393,8.0321899940068,29.565530034244855,10.392462196537288,1119.6886311308442,393.57730970633315,1448.7109716779978,509.2306476303271,2620.815921233512,2568.3996028088422,52.41631842467025,921.2326095272043,902.8079573366603,18.424652190544087,22.062558933162617,10.904276019452796,62.637500517480944,22.017459367700184,273.1554915534419,135.00532214560604,317.9275201731325,2597.057343564631
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,17,1.0,H,1960-02-29,2003-12-31,1077.0230057747162,30001,541.1167739697261,31001,6,ncapi,0.0075,net,1.0,0.0104,0.0129,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,62,754,19,228,0.0179,1960,1177.0,294.0,1.0,0.04,0.053910485,0.02,0.0239,0.00084,0.0239,0.00084,0.0075,0.0179,1.0264701168311514,0.0037429949942366925,0.008910303248014229,0.4235413997601727,1.0,0.0104,1.282431995017234,47.25622020432866,16.74084686117963,61.14253801157178,21.660172166326117,4.245115096112377,170.1706011061131,0.176879795671349,7.090441712754721,0.9451244040865733,0.3348169372235926,1.2228507602314356,0.43320344332652233,46.31109580024209,16.406029923956037,59.91968725134034,21.226968722999594,108.39875821590044,106.23078305158243,2.1679751643180087,38.40101902750575,37.63299864695563,0.7680203805501149,0.9046993248507617,0.4545380901345699,2.5907303213600206,0.9177843547573874,11.201039260057048,5.627614449285151,3.999769098832985,108.25675017836397
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,18,1.0,H,1960-07-31,1998-12-31,8512.012778751721,30001,4166.96726621585,31001,6,ncapi,0.035,net,1.0,0.0088,0.0113,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,62,749,24,288,0.043800000000000006,1960,9055.0,2264.0,1.0,0.04,0.053910485,0.02,0.0239,0.00084,0.0239,0.00084,0.035,0.043800000000000006,1.0264701168311514,0.01734949746879022,0.0216653072312869,0.4235413997601727,1.0,0.0088,1.282431995017234,368.48398798319585,128.91590916228125,476.76361216579824,166.7980604917086,153.43228840330036,1310.4293908307488,6.393012016804187,54.60122461794794,7.369679759663917,2.5783181832456252,9.535272243315966,3.3359612098341724,361.1143082235319,126.33759097903562,467.2283399224823,163.46209928187443,845.247600148994,828.3426481460142,16.904952002979883,295.71396965398986,289.79969026091004,5.914279393079798,7.150090734151446,3.500252503621314,20.20141764356096,7.067563874730358,74.90571245301516,36.66931194269948,142.43507848061017,833.6506204211428
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,19,1.0,H,1960-09-30,2018-12-31,70499.8659199968,30001,35717.38814849151,31001,6,ncapi,0.0,net,0.9,0.009,0.0115,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,62,747,4,48,0.009999999999999998,1960,77622.0,19406.0,1.0,0.04,0.053910485,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.009999999999999998,1.0264701168311514,0.0,0.00498756211208895,0.4235413997601727,0.9,0.009,1.282431995017234,3104.88,1105.0097761498364,4017.2540800031998,1429.7187110874988,0.0,11232.417296140244,0.0,468.0173873391768,62.09760000000001,22.100195522996728,80.34508160006399,28.594374221749977,3042.7824,1082.9095806268397,3936.9089984031357,1401.1243368657488,7122.134080003199,6979.691398403136,142.442681600064,2534.7284872373352,2484.0339174925884,50.6945697447467,59.21988737279731,30.00260604473287,170.21900451207648,60.580010844972314,634.4987932799711,321.4564933364236,0.0,7145.681952249426
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,20,1.0,H,1961-01-31,2005-12-31,4571.727277253371,30001,2304.1311575159802,31001,6,ncapi,0.005,net,1.0,0.0106,0.0131,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,61,743,17,204,0.0156,1961,4977.0,1244.0,1.0,0.04,0.047915753,0.02,0.0239,0.00084,0.0239,0.00084,0.005,0.0156,1.0264701168311514,0.002496882788171062,0.007769814987529822,0.4235413997601727,1.0,0.0106,1.282431995017234,199.5770794254691,70.8354200520662,229.50926501309178,81.45917978078522,11.959693788741665,720.0415910748461,0.4983205745309038,30.001732961451914,3.991541588509382,1.416708401041324,4.590185300261836,1.6291835956157044,195.5855378369597,69.41871165102488,224.91907971282996,79.82999618516952,429.0863444385609,420.50461754978966,8.581726888771218,152.29459983285142,149.2487078361944,3.045891996657028,3.8402509128928313,1.9354701723134236,10.255163632081606,3.639840936005149,48.46030913888573,24.42379026966939,11.355607328658152,462.38243331253375
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,21,1.0,H,1961-05-31,1996-12-31,7776.31946253696,30001,3939.6197524409085,31001,2,ncapi,0.0,net,1.0,0.03,0.0325,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,61,739,26,312,0.03,1961,8508.0,2127.0,1.0,0.04,0.047915753,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.03,1.0264701168311514,0.0,0.014889156509221957,0.4235413997601727,1.0,0.03,1.282431995017234,340.32,121.1149022915955,391.36053746304,139.27948182775737,0.0,1231.1322059615736,0.0,51.29717524839896,6.8064,2.42229804583191,7.8272107492608,2.7855896365551476,333.5136,118.69260424576359,383.53332671377916,136.4938921912022,731.68053746304,717.0469267137792,14.6336107492608,260.3943841193529,255.1864964369658,5.2078876823870575,6.532108348531047,3.309280592050363,17.487164845366657,6.223425780452534,233.2895838761088,118.18859257322725,0.0,790.5847553502886
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,22,1.0,H,1961-09-30,1999-12-31,4367.598891361776,30001,2159.659911305171,31001,6,ncapi,0.025,net,1.0,0.0088,0.0113,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,61,735,23,276,0.033800000000000004,1961,4662.0,1166.0,1.0,0.04,0.047915753,0.02,0.0239,0.00084,0.0239,0.00084,0.025,0.033800000000000004,1.0264701168311514,0.01242283656582921,0.016759558597803315,0.4235413997601727,1.0,0.0088,1.282431995017234,188.79661056279585,66.39397088481445,217.1119622151388,76.35161063054305,56.289346492898815,674.8942887405711,2.345389437204115,28.12059536419049,3.775932211255917,1.3278794176962891,4.3422392443027755,1.527032212610861,185.02067835153994,65.06609146711816,212.769722970836,74.82457841793219,405.90857277793464,397.79040132237594,8.118171455558691,142.74558151535751,139.89066988505033,2.85491163030715,3.668783068743892,1.8141143254963439,9.701214889392638,3.4116193982170446,38.43487024398363,19.005007219485506,52.872728209607885,433.39060871576726
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,23,1.0,H,1961-10-31,2004-12-31,54134.44395006336,30001,27425.458239018586,31001,6,ncapi,0.0,net,1.0,0.0104,0.0129,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,61,734,18,216,0.0104,1961,59228.0,14807.0,1.0,0.04,0.047915753,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.0104,1.0264701168311514,0.0,0.005186549850324962,0.4235413997601727,1.0,0.0104,1.282431995017234,2369.12,843.1351002499551,2724.43604993664,969.5868770209702,0.0,8570.46289312319,0.0,357.1026205467991,47.3824,16.862702004999104,54.488720998732795,19.391737540419403,2321.7376,826.2723982449561,2669.947328937907,950.1951394805508,5093.55604993664,4991.684928937907,101.87112099873279,1812.7219772709254,1776.4675377255069,36.254439545418506,45.472932918053225,23.03738492077561,121.73598959348571,43.32405525677512,562.998217080659,285.2247656857933,0.0,5503.614702619521
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,24,1.0,H,1962-12-31,2014-12-31,3848.6506696703996,30001,1949.7938930523162,31001,2,ncapi,0.0,net,0.9,0.005,0.0075,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,60,720,8,96,0.005555555555555556,1962,4180.0,1045.0,1.0,0.04,0.040906432,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.005555555555555556,1.0264701168311514,0.0,0.0027739304327549785,0.4235413997601727,0.9,0.005,1.282431995017234,167.20000000000002,59.50403050997522,164.1493303296,58.41834186677343,0.0,604.8580889656062,0.0,25.202420373566977,3.3440000000000003,1.1900806101995045,3.282986606592,1.1683668373354688,163.85600000000002,58.31394989977572,160.866343723008,57.24997502943796,331.3493303296,324.722343723008,6.626986606592,117.92237237674865,115.56392492921368,2.3584474475349735,3.2328665625231356,1.6378268701639458,7.91924899487744,2.818344699804293,19.243253348352,9.748969465261581,-4.547473508864641e-13,392.6557560898916
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,25,1.0,H,1962-12-31,2014-12-31,102.20101060608,30001,52.24328134494245,31001,2,ncapi,0.0,net,0.95,0.0065,0.009,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,60,720,8,96,0.006842105263157895,1962,111.0,28.0,1.0,0.04,0.040906432,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.006842105263157895,1.0264701168311514,0.0,0.003415220765141669,0.4235413997601727,0.95,0.0065,1.282431995017234,4.44,1.5943663677313935,4.35898939392,1.5652761457125897,0.0,16.20672391486792,0.0,0.6752801631194979,0.0888,0.03188732735462787,0.0871797878784,0.031305522914251795,4.3512,1.5624790403767657,4.2718096060416,1.5339706227983378,8.79898939392,8.6230096060416,0.17597978787840002,3.159642513443983,3.0964496631751035,0.06319285026887966,0.08584884890910721,0.04388435632975166,0.210295846514688,0.0755154560713112,0.66430656893952,0.33958132874212593,0.0,10.52091978039902
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,26,1.0,H,1962-12-31,2014-12-31,34531.972097126396,30001,17494.0359246493,31001,2,ncapi,0.0,net,0.87,0.01,0.0125,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,60,720,8,96,0.011494252873563218,1962,37505.0,9376.0,1.0,0.04,0.040906432,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.011494252873563218,1.0264701168311514,0.0,0.005730705941487724,0.4235413997601727,0.87,0.01,1.282431995017234,1500.2,533.8849665660551,1472.8279028736,524.1438979357586,0.0,5426.9372652072,0.0,226.12238605030052,30.004,10.677699331321103,29.456558057471998,10.482877958715171,1470.1960000000001,523.207267234734,1443.371344816128,513.6610199770433,2973.0279028736,2913.567344816128,59.460558057472,1058.0288645018136,1036.8682872117774,21.160577290036272,29.006856561586172,14.694990176705412,71.05536687867904,25.286889861593345,345.31972097126396,174.940359246493,-7.275957614183426e-12,3523.005137893613
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,27,1.0,H,1962-12-31,2014-12-31,98218.854111744,30001,49759.85964958108,31001,1,ncapi,0.0,net,0.87,0.01,0.0125,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,60,720,8,96,0.011494252873563218,1962,106675.0,26669.0,1.0,0.04,0.040906432,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.011494252873563218,1.0264701168311514,0.0,0.005730705941487724,0.4235413997601727,0.87,0.01,1.282431995017234,4267.0,1518.5770236081619,4189.145888256,1490.8696260717518,0.0,15436.325717343303,0.0,643.1802382226396,85.34,30.37154047216324,83.78291776512,29.817392521435035,4181.66,1488.2054831359987,4105.36297049088,1461.0522335503167,8456.145888256,8287.02297049088,169.12291776512,3009.4466496799137,2949.2577166863157,60.18893299359827,82.50383745386496,41.798282105648106,202.1018867293184,71.92577492734993,982.1885411174401,497.5985964958108,0.0,10020.800343695053
CENTRAL,CENTRAL,CENTRAL,CENTRAL,1,25,1.Perf,ACCENTURE,C00001,EP_IND,EP_IND_1,28,1.0,H,1962-01-31,2012-12-31,1932937.841620869,30001,979261.1263499375,31001,4,ncapi,0.0,net,0.9,0.0045,0.007,TGHTGF05,TGHTGF05,0.02,1.0,0.0,0.0,0.0,60,731,10,120,0.004999999999999999,1962,2099354.0,524839.0,1.0,0.04,0.040906432,0.02,0.0239,0.00084,0.0239,0.00084,0.0,0.004999999999999999,1.0264701168311514,0.0,0.002496882788171062,0.4235413997601727,0.9,0.0045,1.282431995017234,83974.16,29885.20178834917,82441.99837913088,29339.927394273207,0.0,303782.88474126294,0.0,12657.620197552633,1679.4832000000001,597.7040357669835,1648.8399675826176,586.7985478854641,82294.6768,29287.49775258219,80793.15841154825,28753.128846387743,166416.15837913088,163087.83521154826,3328.3231675826178,59225.129182622375,58040.62659896993,1184.5025836524476,1623.66778696153,822.5793461339475,3977.346185261228,1415.4805874646747,8698.22028729391,4406.675068574718,0.0,197206.75059374433
