cd_choc_s2,cd_choc_s2_gse,scenario,period,intraperiod,cd_societe,cd_canton,cd_type_flux,mt_cf
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-875666.2738781133
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-17870.740283226798
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_fgse_eu,-211668.87991400962
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488274.6443149161
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-311568.2640551528
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9964.78865948809
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-6358.536001125568
CENTRAL,CENTRAL,1,25,Beg,ACCENTURE,C00001,mt_fgse_uc,-107194.9579418712
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-992485.5714308078
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-20254.807580220586
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_fgse_eu,-210881.93447219563
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488426.4384316158
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-353242.0044445184
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9967.8864986044
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-7209.020498867722
CENTRAL,CENTRAL,1,26,Beg,ACCENTURE,C00001,mt_fgse_uc,-106862.91754669859
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-1115484.1835907954
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-22764.983338587666
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_fgse_eu,-210032.76706131417
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488498.76375625184
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-397077.19429795287
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9969.36252563779
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-8103.616210162307
CENTRAL,CENTRAL,1,27,Beg,ACCENTURE,C00001,mt_fgse_uc,-106464.19399921854
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-1245207.3503623828
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-25412.394905354755
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_fgse_eu,-209154.05671222537
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488612.12528278615
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-443355.922808967
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9971.676026179313
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-9048.080057325857
CENTRAL,CENTRAL,1,28,Beg,ACCENTURE,C00001,mt_fgse_uc,-106068.09845409087
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-1402870.1509388722
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-28630.003080385137
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_fgse_eu,-208089.04568179787
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488666.40019958455
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-499547.90059281193
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9972.783677542542
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-10194.855114139018
CENTRAL,CENTRAL,1,29,Beg,ACCENTURE,C00001,mt_fgse_uc,-105551.50961119533
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-1585164.1597458438
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-32350.288974404975
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_fgse_eu,-206871.76617779903
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488724.30252637464
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-564528.5679245349
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9973.965357681116
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-11520.991182133363
CENTRAL,CENTRAL,1,30,Beg,ACCENTURE,C00001,mt_fgse_uc,-104958.99369747497
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-1797194.3941783153
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-36677.43661588397
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_fgse_eu,-205428.27229083586
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488823.26568276447
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-640168.6732961866
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9975.985013933965
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-13064.666801962981
CENTRAL,CENTRAL,1,31,Beg,ACCENTURE,C00001,mt_fgse_uc,-104268.90869752613
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-2018787.7471721047
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-41199.74994228785
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_fgse_eu,-203936.3299277391
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488813.5569109744
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-719088.8046168421
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9975.786875734175
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-14675.281726874335
CENTRAL,CENTRAL,1,32,Beg,ACCENTURE,C00001,mt_fgse_uc,-103507.58696934037
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-2254197.4777940256
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-46004.03015906175
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_fgse_eu,-202360.67018915346
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488919.78846983105
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-803116.914814942
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9977.954866731241
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-16390.141118672283
CENTRAL,CENTRAL,1,33,Beg,ACCENTURE,C00001,mt_fgse_uc,-102752.5735214701
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-2509704.335187292
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-51218.45582014879
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_fgse_eu,-200679.57248555194
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488910.0639295391
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-894131.6538952871
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9977.75640672529
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-18247.584773373208
CENTRAL,CENTRAL,1,34,Beg,ACCENTURE,C00001,mt_fgse_uc,-101894.97546592222
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-2773219.6406090613
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-56596.319196103264
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_fgse_eu,-198924.52720459644
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488981.27792851365
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-988159.7946408187
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9979.209753643136
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-20166.526421241197
CENTRAL,CENTRAL,1,35,Beg,ACCENTURE,C00001,mt_fgse_uc,-101033.34408470531
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-3067252.738636533
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-62596.994666051716
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_fgse_eu,-196968.86387201477
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-489012.6241696148
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-1093001.4444683103
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9979.849472849277
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-22306.151927924708
CENTRAL,CENTRAL,1,36,Beg,ACCENTURE,C00001,mt_fgse_uc,-100052.97942932617
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-3367960.0180854914
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-68733.87792011203
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_fgse_eu,-194977.72757542564
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-488999.26777692453
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-1200126.5180975327
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9979.576893406622
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-24492.377920357812
CENTRAL,CENTRAL,1,37,Beg,ACCENTURE,C00001,mt_fgse_uc,-99036.21200808186
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-3673036.6156963706
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-74959.93093257901
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_fgse_eu,-192949.4694864015
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-489074.11377210444
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-1309038.7716305153
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9981.104362696009
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-26715.07697205133
CENTRAL,CENTRAL,1,38,Beg,ACCENTURE,C00001,mt_fgse_uc,-98036.05615637793
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-4005511.538447809
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-81745.13343771035
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_fgse_eu,-190753.050756605
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-489058.3354206709
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-1427485.9312171498
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9980.782355523897
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-29132.365943207154
CENTRAL,CENTRAL,1,39,Beg,ACCENTURE,C00001,mt_fgse_uc,-96913.90260462023
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_rt_eu_net,-1372242.9428659114
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_dc_eu_net,-4379009.428852305
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_rt_eu_chgt,-28004.958017671677
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_dc_eu_chgt,-89367.53936433277
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_fgse_eu,-188259.4950858617
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_rt_uc_net,-489087.2677183318
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_dc_uc_net,-1560691.2768261356
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_rt_uc_chgt,-9981.372810578194
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_prst_dc_uc_chgt,-31850.842384206844
CENTRAL,CENTRAL,1,40,Beg,ACCENTURE,C00001,mt_fgse_uc,-95658.34461000994
