cd_table,cd_trajectoire,dt_trajectoire,scenario,cd_choc_s2_gse,cd_classe_actif,period,tx_perf_tot,tx_dividendes
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,41,0.0891268,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,42,0.0913341,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,43,0.0926248,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,44,0.0954996,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,45,0.099821,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,46,0.0991213,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,47,0.1030988,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,48,0.103671,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,49,0.105543,0
gse_2212_ssva,reel,2022-12-31,1,RATES_DOWN,IMMOBILIER,50,0.1086546,0
