cd_table,generation,age,sexe,qx
TGHTGF05,1961,50,F,0.001628368
TGHTGF05,1961,51,F,0.001701938
TGHTGF05,1961,52,F,0.001826614
TGHTGF05,1961,53,F,0.00196212
TGHTGF05,1961,54,F,0.001965977
TGHTGF05,1961,55,F,0.002020882
TGHTGF05,1961,56,F,0.002249972
TGHTGF05,1961,57,F,0.002419049
TGHTGF05,1961,58,F,0.002507115
TGHTGF05,1961,59,F,0.002626727
TGHTGF05,1961,60,F,0.002664629
TGHTGF05,1961,61,F,0.002692459
TGHTGF05,1961,62,F,0.002699728
TGHTGF05,1961,63,F,0.002748683
TGHTGF05,1961,64,F,0.002975507
TGHTGF05,1961,65,F,0.003151931
TGHTGF05,1961,66,F,0.003382495
TGHTGF05,1961,67,F,0.003625862
TGHTGF05,1961,68,F,0.003903523
TGHTGF05,1961,69,F,0.004152462
TGHTGF05,1961,70,F,0.004553695
TGHTGF05,1961,71,F,0.004917348
TGHTGF05,1961,72,F,0.005264631
TGHTGF05,1961,73,F,0.005812003
TGHTGF05,1961,74,F,0.00632498
TGHTGF05,1961,75,F,0.00694589
TGHTGF05,1961,76,F,0.007634346
TGHTGF05,1961,77,F,0.008460162
TGHTGF05,1961,78,F,0.009317188
TGHTGF05,1961,79,F,0.010366799
TGHTGF05,1961,80,F,0.011607561
TGHTGF05,1961,81,F,0.013074467
TGHTGF05,1961,82,F,0.014830359
TGHTGF05,1961,83,F,0.016945724
TGHTGF05,1961,84,F,0.019489402
TGHTGF05,1961,85,F,0.022617563
TGHTGF05,1961,86,F,0.026463046
TGHTGF05,1961,87,F,0.031126739
TGHTGF05,1961,88,F,0.036840625
TGHTGF05,1961,89,F,0.043380329
TGHTGF05,1961,90,F,0.050943287
TGHTGF05,1961,91,F,0.059099193
TGHTGF05,1961,92,F,0.068068622
TGHTGF05,1961,93,F,0.076690653
TGHTGF05,1961,94,F,0.085841294
TGHTGF05,1961,95,F,0.095515964
TGHTGF05,1961,96,F,0.105648464
TGHTGF05,1961,97,F,0.116337963
TGHTGF05,1961,98,F,0.12745694
TGHTGF05,1961,99,F,0.139141397
TGHTGF05,1961,100,F,0.151225528
TGHTGF05,1961,101,F,0.163775881
TGHTGF05,1961,102,F,0.176901776
TGHTGF05,1961,103,F,0.190381951
TGHTGF05,1961,104,F,0.204351014
TGHTGF05,1961,105,F,0.218740399
TGHTGF05,1961,106,F,0.233582383
TGHTGF05,1961,107,F,0.24901659
TGHTGF05,1961,108,F,0.264632202
TGHTGF05,1961,109,F,0.280891917
TGHTGF05,1961,110,F,0.297157623
TGHTGF05,1961,111,F,0.314338235
TGHTGF05,1961,112,F,0.332439678
TGHTGF05,1961,113,F,0.34939759
TGHTGF05,1961,114,F,0.368312757
TGHTGF05,1961,115,F,0.38762215
TGHTGF05,1961,116,F,0.404255319
TGHTGF05,1961,117,F,0.428571429
TGHTGF05,1961,118,F,0.4375
TGHTGF05,1961,119,F,0.472222222
TGHTGF05,1961,120,F,1
TGHTGF05,1962,34,F,0.00035
TGHTGF05,1962,35,F,0.000360126
TGHTGF05,1962,36,F,0.000390277
TGHTGF05,1962,37,F,0.000420463
TGHTGF05,1962,38,F,0.0004607
TGHTGF05,1962,39,F,0.000490972
TGHTGF05,1962,40,F,0.000551362
TGHTGF05,1962,41,F,0.000601817
TGHTGF05,1962,42,F,0.000682471
TGHTGF05,1962,43,F,0.000803455
TGHTGF05,1962,44,F,0.000824203
TGHTGF05,1962,45,F,0.000925479
TGHTGF05,1962,46,F,0.001006887
TGHTGF05,1962,47,F,0.001108692
TGHTGF05,1962,48,F,0.001210825
TGHTGF05,1962,49,F,0.001444649
TGHTGF05,1962,50,F,0.001608612
TGHTGF05,1962,51,F,0.00169227
TGHTGF05,1962,52,F,0.001816945
TGHTGF05,1962,53,F,0.001932112
TGHTGF05,1962,54,F,0.001956229
TGHTGF05,1962,55,F,0.002000898
TGHTGF05,1962,56,F,0.002219722
TGHTGF05,1962,57,F,0.002398942
TGHTGF05,1962,58,F,0.00246637
TGHTGF05,1962,59,F,0.002596091
TGHTGF05,1962,60,F,0.002623506
TGHTGF05,1962,61,F,0.002651119
TGHTGF05,1962,62,F,0.00266855
TGHTGF05,1962,63,F,0.002717335
TGHTGF05,1962,64,F,0.002923091
TGHTGF05,1962,65,F,0.003099184
TGHTGF05,1962,66,F,0.00333988
TGHTGF05,1962,67,F,0.003561831
TGHTGF05,1962,68,F,0.003828379
TGHTGF05,1962,69,F,0.00407665
TGHTGF05,1962,70,F,0.004466427
TGHTGF05,1962,71,F,0.0048184
TGHTGF05,1962,72,F,0.005153752
TGHTGF05,1962,73,F,0.005677947
TGHTGF05,1962,74,F,0.006178077
TGHTGF05,1962,75,F,0.006796542
TGHTGF05,1962,76,F,0.007438098
TGHTGF05,1962,77,F,0.008248773
TGHTGF05,1962,78,F,0.00908979
TGHTGF05,1962,79,F,0.010110824
TGHTGF05,1962,80,F,0.011298274
TGHTGF05,1962,81,F,0.012743265
TGHTGF05,1962,82,F,0.01445107
TGHTGF05,1962,83,F,0.016525494
TGHTGF05,1962,84,F,0.01902269
TGHTGF05,1962,85,F,0.022072205
TGHTGF05,1962,86,F,0.025864779
TGHTGF05,1962,87,F,0.030462619
TGHTGF05,1962,88,F,0.036092768
TGHTGF05,1962,89,F,0.042554661
TGHTGF05,1962,90,F,0.050014426
TGHTGF05,1962,91,F,0.0580991
TGHTGF05,1962,92,F,0.066970835
TGHTGF05,1962,93,F,0.075510169
TGHTGF05,1962,94,F,0.084574697
TGHTGF05,1962,95,F,0.09414431
TGHTGF05,1962,96,F,0.104221606
TGHTGF05,1962,97,F,0.11478751
TGHTGF05,1962,98,F,0.125834968
TGHTGF05,1962,99,F,0.137413019
TGHTGF05,1962,100,F,0.149389324
TGHTGF05,1962,101,F,0.161887879
TGHTGF05,1962,102,F,0.174862521
TGHTGF05,1962,103,F,0.188272989
TGHTGF05,1962,104,F,0.202099945
TGHTGF05,1962,105,F,0.216483625
TGHTGF05,1962,106,F,0.231216063
TGHTGF05,1962,107,F,0.246386334
TGHTGF05,1962,108,F,0.261987794
TGHTGF05,1962,109,F,0.278204371
TGHTGF05,1962,110,F,0.294599018
TGHTGF05,1962,111,F,0.311484919
TGHTGF05,1962,112,F,0.328559393
TGHTGF05,1962,113,F,0.34629862
TGHTGF05,1962,114,F,0.364683301
TGHTGF05,1962,115,F,0.383685801
TGHTGF05,1962,116,F,0.401960784
TGHTGF05,1962,117,F,0.418032787
TGHTGF05,1962,118,F,0.450704225
TGHTGF05,1962,119,F,0.461538462
TGHTGF05,1962,120,F,1
TGHTGF05,1963,33,F,0.00033
TGHTGF05,1963,34,F,0.000340112
TGHTGF05,1963,35,F,0.000370248
TGHTGF05,1963,36,F,0.000390406
TGHTGF05,1963,37,F,0.000420601
TGHTGF05,1963,38,F,0.000450834
TGHTGF05,1963,39,F,0.00049113
TGHTGF05,1963,40,F,0.000541511
TGHTGF05,1963,41,F,0.000602005
TGHTGF05,1963,42,F,0.000682683
TGHTGF05,1963,43,F,0.000803705
TGHTGF05,1963,44,F,0.00082446
TGHTGF05,1963,45,F,0.000915705
TGHTGF05,1963,46,F,0.001007191
TGHTGF05,1963,47,F,0.001098945
TGHTGF05,1963,48,F,0.001201086
TGHTGF05,1963,49,F,0.001434952
TGHTGF05,1963,50,F,0.001598931
TGHTGF05,1963,51,F,0.00168258
TGHTGF05,1963,52,F,0.0017971
TGHTGF05,1963,53,F,0.001912221
TGHTGF05,1963,54,F,0.001936266
TGHTGF05,1963,55,F,0.001980865
TGHTGF05,1963,56,F,0.002199646
TGHTGF05,1963,57,F,0.002358297
TGHTGF05,1963,58,F,0.002435816
TGHTGF05,1963,59,F,0.002555094
TGHTGF05,1963,60,F,0.002592627
TGHTGF05,1963,61,F,0.002620078
TGHTGF05,1963,62,F,0.002626961
TGHTGF05,1963,63,F,0.002675523
TGHTGF05,1963,64,F,0.002881032
TGHTGF05,1963,65,F,0.003056855
TGHTGF05,1963,66,F,0.003276244
TGHTGF05,1963,67,F,0.003497719
TGHTGF05,1963,68,F,0.003763731
TGHTGF05,1963,69,F,0.004000807
TGHTGF05,1963,70,F,0.004379142
TGHTGF05,1963,71,F,0.004719455
TGHTGF05,1963,72,F,0.005053655
TGHTGF05,1963,73,F,0.005544028
TGHTGF05,1963,74,F,0.00604223
TGHTGF05,1963,75,F,0.00662563
TGHTGF05,1963,76,F,0.007264162
TGHTGF05,1963,77,F,0.008037961
TGHTGF05,1963,78,F,0.008851931
TGHTGF05,1963,79,F,0.009855661
TGHTGF05,1963,80,F,0.011012915
TGHTGF05,1963,81,F,0.012413777
TGHTGF05,1963,82,F,0.014097317
TGHTGF05,1963,83,F,0.016096603
TGHTGF05,1963,84,F,0.0185597
TGHTGF05,1963,85,F,0.021556211
TGHTGF05,1963,86,F,0.025273198
TGHTGF05,1963,87,F,0.029806853
TGHTGF05,1963,88,F,0.035355474
TGHTGF05,1963,89,F,0.041742137
TGHTGF05,1963,90,F,0.049116476
TGHTGF05,1963,91,F,0.057120053
TGHTGF05,1963,92,F,0.065882992
TGHTGF05,1963,93,F,0.074342578
TGHTGF05,1963,94,F,0.083305626
TGHTGF05,1963,95,F,0.09281051
TGHTGF05,1963,96,F,0.10279419
TGHTGF05,1963,97,F,0.113259395
TGHTGF05,1963,98,F,0.124235741
TGHTGF05,1963,99,F,0.135675348
TGHTGF05,1963,100,F,0.14760447
TGHTGF05,1963,101,F,0.160010385
TGHTGF05,1963,102,F,0.172873847
TGHTGF05,1963,103,F,0.186149343
TGHTGF05,1963,104,F,0.199954086
TGHTGF05,1963,105,F,0.214155906
TGHTGF05,1963,106,F,0.228821811
TGHTGF05,1963,107,F,0.244002525
TGHTGF05,1963,108,F,0.259498956
TGHTGF05,1963,109,F,0.275444037
TGHTGF05,1963,110,F,0.291828794
TGHTGF05,1963,111,F,0.308241758
TGHTGF05,1963,112,F,0.325655282
TGHTGF05,1963,113,F,0.34393404
TGHTGF05,1963,114,F,0.360861759
TGHTGF05,1963,115,F,0.379213483
TGHTGF05,1963,116,F,0.398190045
TGHTGF05,1963,117,F,0.421052632
TGHTGF05,1963,118,F,0.441558442
TGHTGF05,1963,119,F,0.441860465
TGHTGF05,1963,120,F,1
TGHTGF05,1964,32,F,0.00031
TGHTGF05,1964,33,F,0.000330102
TGHTGF05,1964,34,F,0.000340218
TGHTGF05,1964,35,F,0.000370363
TGHTGF05,1964,36,F,0.000390527
TGHTGF05,1964,37,F,0.000410715
TGHTGF05,1964,38,F,0.00045097
TGHTGF05,1964,39,F,0.000491277
TGHTGF05,1964,40,F,0.000541674
TGHTGF05,1964,41,F,0.000602186
TGHTGF05,1964,42,F,0.000672846
TGHTGF05,1964,43,F,0.000803939
TGHTGF05,1964,44,F,0.000824701
TGHTGF05,1964,45,F,0.000915972
TGHTGF05,1964,46,F,0.000987336
TGHTGF05,1964,47,F,0.001099245
TGHTGF05,1964,48,F,0.001201413
TGHTGF05,1964,49,F,0.001415128
TGHTGF05,1964,50,F,0.001589214
TGHTGF05,1964,51,F,0.001662713
TGHTGF05,1964,52,F,0.001777191
TGHTGF05,1964,53,F,0.001902437
TGHTGF05,1964,54,F,0.001916256
TGHTGF05,1964,55,F,0.001960784
TGHTGF05,1964,56,F,0.002169286
TGHTGF05,1964,57,F,0.002327823
TGHTGF05,1964,58,F,0.002405205
TGHTGF05,1964,59,F,0.002524342
TGHTGF05,1964,60,F,0.002551389
TGHTGF05,1964,61,F,0.002578627
TGHTGF05,1964,62,F,0.002595677
TGHTGF05,1964,63,F,0.002633661
TGHTGF05,1964,64,F,0.002838922
TGHTGF05,1964,65,F,0.003004009
TGHTGF05,1964,66,F,0.003223029
TGHTGF05,1964,67,F,0.003444099
TGHTGF05,1964,68,F,0.003688516
TGHTGF05,1964,69,F,0.003935546
TGHTGF05,1964,70,F,0.004291891
TGHTGF05,1964,71,F,0.004620568
TGHTGF05,1964,72,F,0.004932143
TGHTGF05,1964,73,F,0.005431731
TGHTGF05,1964,74,F,0.005895701
TGHTGF05,1964,75,F,0.006476769
TGHTGF05,1964,76,F,0.007079646
TGHTGF05,1964,77,F,0.007838709
TGHTGF05,1964,78,F,0.008625981
TGHTGF05,1964,79,F,0.009601531
TGHTGF05,1964,80,F,0.010740223
TGHTGF05,1964,81,F,0.012097608
TGHTGF05,1964,82,F,0.013722685
TGHTGF05,1964,83,F,0.01570588
TGHTGF05,1964,84,F,0.018088815
TGHTGF05,1964,85,F,0.021045055
TGHTGF05,1964,86,F,0.024700282
TGHTGF05,1964,87,F,0.029171991
TGHTGF05,1964,88,F,0.034628901
TGHTGF05,1964,89,F,0.040942928
TGHTGF05,1964,90,F,0.048220861
TGHTGF05,1964,91,F,0.056160476
TGHTGF05,1964,92,F,0.064803532
TGHTGF05,1964,93,F,0.073186002
TGHTGF05,1964,94,F,0.082087236
TGHTGF05,1964,95,F,0.091476877
TGHTGF05,1964,96,F,0.101366144
TGHTGF05,1964,97,F,0.111752668
TGHTGF05,1964,98,F,0.122658329
TGHTGF05,1964,99,F,0.133991934
TGHTGF05,1964,100,F,0.14584311
TGHTGF05,1964,101,F,0.158108279
TGHTGF05,1964,102,F,0.170883534
TGHTGF05,1964,103,F,0.184124485
TGHTGF05,1964,104,F,0.197773655
TGHTGF05,1964,105,F,0.211933395
TGHTGF05,1964,106,F,0.226435028
TGHTGF05,1964,107,F,0.241578149
TGHTGF05,1964,108,F,0.256902761
TGHTGF05,1964,109,F,0.27275175
TGHTGF05,1964,110,F,0.289152166
TGHTGF05,1964,111,F,0.305729167
TGHTGF05,1964,112,F,0.322580645
TGHTGF05,1964,113,F,0.341085271
TGHTGF05,1964,114,F,0.357983193
TGHTGF05,1964,115,F,0.376963351
TGHTGF05,1964,116,F,0.394957983
TGHTGF05,1964,117,F,0.416666667
TGHTGF05,1964,118,F,0.428571429
TGHTGF05,1964,119,F,0.458333333
TGHTGF05,1964,120,F,1
TGHTGF05,1965,31,F,0.0003
TGHTGF05,1965,32,F,0.000310093
TGHTGF05,1965,33,F,0.000330201
TGHTGF05,1965,34,F,0.00034032
TGHTGF05,1965,35,F,0.000360461
TGHTGF05,1965,36,F,0.000390641
TGHTGF05,1965,37,F,0.000410834
TGHTGF05,1965,38,F,0.000451101
TGHTGF05,1965,39,F,0.00049142
TGHTGF05,1965,40,F,0.000541831
TGHTGF05,1965,41,F,0.000602361
TGHTGF05,1965,42,F,0.000673042
TGHTGF05,1965,43,F,0.000794121
TGHTGF05,1965,44,F,0.000814873
TGHTGF05,1965,45,F,0.000906153
TGHTGF05,1965,46,F,0.000997672
TGHTGF05,1965,47,F,0.001079369
TGHTGF05,1965,48,F,0.001201717
TGHTGF05,1965,49,F,0.001405375
TGHTGF05,1965,50,F,0.001579475
TGHTGF05,1965,51,F,0.001642819
TGHTGF05,1965,52,F,0.001767413
TGHTGF05,1965,53,F,0.001882473
TGHTGF05,1965,54,F,0.001886023
TGHTGF05,1965,55,F,0.001940657
TGHTGF05,1965,56,F,0.002149107
TGHTGF05,1965,57,F,0.002297318
TGHTGF05,1965,58,F,0.002374564
TGHTGF05,1965,59,F,0.002483256
TGHTGF05,1965,60,F,0.002510097
TGHTGF05,1965,61,F,0.00254748
TGHTGF05,1965,62,F,0.002553987
TGHTGF05,1965,63,F,0.002602161
TGHTGF05,1965,64,F,0.002796794
TGHTGF05,1965,65,F,0.002951149
TGHTGF05,1965,66,F,0.003169805
TGHTGF05,1965,67,F,0.003379944
TGHTGF05,1965,68,F,0.003623839
TGHTGF05,1965,69,F,0.003859694
TGHTGF05,1965,70,F,0.004204633
TGHTGF05,1965,71,F,0.004521695
TGHTGF05,1965,72,F,0.004832163
TGHTGF05,1965,73,F,0.005308818
TGHTGF05,1965,74,F,0.005760219
TGHTGF05,1965,75,F,0.006317305
TGHTGF05,1965,76,F,0.006906472
TGHTGF05,1965,77,F,0.007640002
TGHTGF05,1965,78,F,0.008411881
TGHTGF05,1965,79,F,0.009359656
TGHTGF05,1965,80,F,0.010457546
TGHTGF05,1965,81,F,0.011783045
TGHTGF05,1965,82,F,0.013373388
TGHTGF05,1965,83,F,0.015306302
TGHTGF05,1965,84,F,0.017657382
TGHTGF05,1965,85,F,0.020539122
TGHTGF05,1965,86,F,0.024146317
TGHTGF05,1965,87,F,0.02853292
TGHTGF05,1965,88,F,0.033925813
TGHTGF05,1965,89,F,0.040143612
TGHTGF05,1965,90,F,0.047355569
TGHTGF05,1965,91,F,0.055191726
TGHTGF05,1965,92,F,0.063747706
TGHTGF05,1965,93,F,0.072057888
TGHTGF05,1965,94,F,0.080848375
TGHTGF05,1965,95,F,0.090159266
TGHTGF05,1965,96,F,0.099978416
TGHTGF05,1965,97,F,0.11029306
TGHTGF05,1965,98,F,0.121054476
TGHTGF05,1965,99,F,0.13232949
TGHTGF05,1965,100,F,0.144063903
TGHTGF05,1965,101,F,0.156295165
TGHTGF05,1965,102,F,0.168950666
TGHTGF05,1965,103,F,0.182037691
TGHTGF05,1965,104,F,0.195694434
TGHTGF05,1965,105,F,0.209649987
TGHTGF05,1965,106,F,0.224147695
TGHTGF05,1965,107,F,0.238978102
TGHTGF05,1965,108,F,0.25436409
TGHTGF05,1965,109,F,0.270131207
TGHTGF05,1965,110,F,0.286217836
TGHTGF05,1965,111,F,0.303209877
TGHTGF05,1965,112,F,0.319631467
TGHTGF05,1965,113,F,0.3375
TGHTGF05,1965,114,F,0.355345912
TGHTGF05,1965,115,F,0.373170732
TGHTGF05,1965,116,F,0.392996109
TGHTGF05,1965,117,F,0.41025641
TGHTGF05,1965,118,F,0.434782609
TGHTGF05,1965,119,F,0.442307692
TGHTGF05,1965,120,F,1
TGHTGF05,1966,30,F,0.00029
TGHTGF05,1966,31,F,0.000300087
TGHTGF05,1966,32,F,0.000310183
TGHTGF05,1966,33,F,0.000320288
TGHTGF05,1966,34,F,0.000350428
TGHTGF05,1966,35,F,0.000360566
TGHTGF05,1966,36,F,0.000380735
TGHTGF05,1966,37,F,0.000420972
TGHTGF05,1966,38,F,0.000441204
TGHTGF05,1966,39,F,0.000491558
TGHTGF05,1966,40,F,0.000541984
TGHTGF05,1966,41,F,0.000592488
TGHTGF05,1966,42,F,0.000673225
TGHTGF05,1966,43,F,0.000794337
TGHTGF05,1966,44,F,0.000805031
TGHTGF05,1966,45,F,0.00090639
TGHTGF05,1966,46,F,0.000987853
TGHTGF05,1966,47,F,0.001079641
TGHTGF05,1966,48,F,0.001181818
TGHTGF05,1966,49,F,0.001405702
TGHTGF05,1966,50,F,0.001559588
TGHTGF05,1966,51,F,0.001633026
TGHTGF05,1966,52,F,0.001747452
TGHTGF05,1966,53,F,0.001862463
TGHTGF05,1966,54,F,0.001876134
TGHTGF05,1966,55,F,0.001910307
TGHTGF05,1966,56,F,0.002118666
TGHTGF05,1966,57,F,0.00226676
TGHTGF05,1966,58,F,0.00234387
TGHTGF05,1966,59,F,0.002442116
TGHTGF05,1966,60,F,0.002479083
TGHTGF05,1966,61,F,0.002505954
TGHTGF05,1966,62,F,0.002522631
TGHTGF05,1966,63,F,0.002560233
TGHTGF05,1966,64,F,0.00275462
TGHTGF05,1966,65,F,0.00290871
TGHTGF05,1966,66,F,0.003116572
TGHTGF05,1966,67,F,0.003326316
TGHTGF05,1966,68,F,0.003548646
TGHTGF05,1966,69,F,0.003783864
TGHTGF05,1966,70,F,0.004117415
TGHTGF05,1966,71,F,0.004433571
TGHTGF05,1966,72,F,0.004721587
TGHTGF05,1966,73,F,0.00518604
TGHTGF05,1966,74,F,0.005624919
TGHTGF05,1966,75,F,0.006169005
TGHTGF05,1966,76,F,0.006733711
TGHTGF05,1966,77,F,0.007452881
TGHTGF05,1966,78,F,0.008187421
TGHTGF05,1966,79,F,0.009118643
TGHTGF05,1966,80,F,0.010187334
TGHTGF05,1966,81,F,0.011481503
TGHTGF05,1966,82,F,0.013037795
TGHTGF05,1966,83,F,0.014921349
TGHTGF05,1966,84,F,0.017217787
TGHTGF05,1966,85,F,0.020049883
TGHTGF05,1966,86,F,0.02359831
TGHTGF05,1966,87,F,0.027914157
TGHTGF05,1966,88,F,0.033219651
TGHTGF05,1966,89,F,0.039369867
TGHTGF05,1966,90,F,0.046505761
TGHTGF05,1966,91,F,0.054242371
TGHTGF05,1966,92,F,0.062715658
TGHTGF05,1966,93,F,0.070925161
TGHTGF05,1966,94,F,0.079641595
TGHTGF05,1966,95,F,0.088879839
TGHTGF05,1966,96,F,0.098593048
TGHTGF05,1966,97,F,0.108810125
TGHTGF05,1966,98,F,0.119498688
TGHTGF05,1966,99,F,0.130691222
TGHTGF05,1966,100,F,0.142342841
TGHTGF05,1966,101,F,0.154423636
TGHTGF05,1966,102,F,0.167016706
TGHTGF05,1966,103,F,0.180046989
TGHTGF05,1966,104,F,0.193584457
TGHTGF05,1966,105,F,0.207470318
TGHTGF05,1966,106,F,0.221760525
TGHTGF05,1966,107,F,0.236616552
TGHTGF05,1966,108,F,0.251978649
TGHTGF05,1966,109,F,0.267470472
TGHTGF05,1966,110,F,0.283506886
TGHTGF05,1966,111,F,0.300046882
TGHTGF05,1966,112,F,0.317481581
TGHTGF05,1966,113,F,0.334641806
TGHTGF05,1966,114,F,0.351032448
TGHTGF05,1966,115,F,0.370454545
TGHTGF05,1966,116,F,0.389891697
TGHTGF05,1966,117,F,0.408284024
TGHTGF05,1966,118,F,0.43
TGHTGF05,1966,119,F,0.438596491
TGHTGF05,1966,120,F,1
TGHTGF05,1967,29,F,0.00028
TGHTGF05,1967,30,F,0.000290081
TGHTGF05,1967,31,F,0.000300171
TGHTGF05,1967,32,F,0.00031027
TGHTGF05,1967,33,F,0.000320378
TGHTGF05,1967,34,F,0.000340511
TGHTGF05,1967,35,F,0.000360664
TGHTGF05,1967,36,F,0.00039086
TGHTGF05,1967,37,F,0.000411065
TGHTGF05,1967,38,F,0.000441324
TGHTGF05,1967,39,F,0.000491691
TGHTGF05,1967,40,F,0.000532091
TGHTGF05,1967,41,F,0.000592643
TGHTGF05,1967,42,F,0.000673401
TGHTGF05,1967,43,F,0.000784487
TGHTGF05,1967,44,F,0.000805234
TGHTGF05,1967,45,F,0.000906618
TGHTGF05,1967,46,F,0.00097802
TGHTGF05,1967,47,F,0.00106981
TGHTGF05,1967,48,F,0.001182093
TGHTGF05,1967,49,F,0.001385798
TGHTGF05,1967,50,F,0.001549791
TGHTGF05,1967,51,F,0.001623212
TGHTGF05,1967,52,F,0.001727467
TGHTGF05,1967,53,F,0.001842427
TGHTGF05,1967,54,F,0.001856025
TGHTGF05,1967,55,F,0.001890127
TGHTGF05,1967,56,F,0.002088196
TGHTGF05,1967,57,F,0.002236173
TGHTGF05,1967,58,F,0.002313149
TGHTGF05,1967,59,F,0.002411253
TGHTGF05,1967,60,F,0.00243774
TGHTGF05,1967,61,F,0.002474761
TGHTGF05,1967,62,F,0.0024809
TGHTGF05,1967,63,F,0.002518289
TGHTGF05,1967,64,F,0.00271243
TGHTGF05,1967,65,F,0.002866259
TGHTGF05,1967,66,F,0.003063333
TGHTGF05,1967,67,F,0.003262162
TGHTGF05,1967,68,F,0.003483989
TGHTGF05,1967,69,F,0.003708059
TGHTGF05,1967,70,F,0.004030243
TGHTGF05,1967,71,F,0.004334828
TGHTGF05,1967,72,F,0.004632509
TGHTGF05,1967,73,F,0.005063455
TGHTGF05,1967,74,F,0.005489865
TGHTGF05,1967,75,F,0.006021014
TGHTGF05,1967,76,F,0.006572317
TGHTGF05,1967,77,F,0.007255326
TGHTGF05,1967,78,F,0.007985872
TGHTGF05,1967,79,F,0.008878688
TGHTGF05,1967,80,F,0.009929735
TGHTGF05,1967,81,F,0.011181726
TGHTGF05,1967,82,F,0.012704384
TGHTGF05,1967,83,F,0.014539165
TGHTGF05,1967,84,F,0.016793567
TGHTGF05,1967,85,F,0.019577332
TGHTGF05,1967,86,F,0.023056386
TGHTGF05,1967,87,F,0.027303067
TGHTGF05,1967,88,F,0.032549167
TGHTGF05,1967,89,F,0.038609264
TGHTGF05,1967,90,F,0.045644366
TGHTGF05,1967,91,F,0.053326332
TGHTGF05,1967,92,F,0.061676656
TGHTGF05,1967,93,F,0.069802956
TGHTGF05,1967,94,F,0.078465639
TGHTGF05,1967,95,F,0.087598651
TGHTGF05,1967,96,F,0.097226596
TGHTGF05,1967,97,F,0.107348837
TGHTGF05,1967,98,F,0.117991872
TGHTGF05,1967,99,F,0.129050362
TGHTGF05,1967,100,F,0.140609103
TGHTGF05,1967,101,F,0.152644041
TGHTGF05,1967,102,F,0.165098733
TGHTGF05,1967,103,F,0.178055447
TGHTGF05,1967,104,F,0.191448931
TGHTGF05,1967,105,F,0.205304684
TGHTGF05,1967,106,F,0.219581749
TGHTGF05,1967,107,F,0.234267154
TGHTGF05,1967,108,F,0.249381407
TGHTGF05,1967,109,F,0.264892866
TGHTGF05,1967,110,F,0.280909673
TGHTGF05,1967,111,F,0.297550111
TGHTGF05,1967,112,F,0.313887127
TGHTGF05,1967,113,F,0.331792976
TGHTGF05,1967,114,F,0.348547718
TGHTGF05,1967,115,F,0.367303609
TGHTGF05,1967,116,F,0.38590604
TGHTGF05,1967,117,F,0.404371585
TGHTGF05,1967,118,F,0.422018349
TGHTGF05,1967,119,F,0.444444444
TGHTGF05,1967,120,F,1
TGHTGF05,1968,28,F,0.00027
TGHTGF05,1968,29,F,0.000280076
TGHTGF05,1968,30,F,0.00029016
TGHTGF05,1968,31,F,0.000300252
TGHTGF05,1968,32,F,0.000310354
TGHTGF05,1968,33,F,0.000320465
TGHTGF05,1968,34,F,0.000340603
TGHTGF05,1968,35,F,0.000360761
TGHTGF05,1968,36,F,0.000380941
TGHTGF05,1968,37,F,0.000411172
TGHTGF05,1968,38,F,0.000441439
TGHTGF05,1968,39,F,0.00049182
TGHTGF05,1968,40,F,0.00053223
TGHTGF05,1968,41,F,0.000592798
TGHTGF05,1968,42,F,0.000663523
TGHTGF05,1968,43,F,0.000784685
TGHTGF05,1968,44,F,0.000805437
TGHTGF05,1968,45,F,0.000896771
TGHTGF05,1968,46,F,0.000968171
TGHTGF05,1968,47,F,0.001070059
TGHTGF05,1968,48,F,0.001172262
TGHTGF05,1968,49,F,0.001375989
TGHTGF05,1968,50,F,0.001539989
TGHTGF05,1968,51,F,0.001603247
TGHTGF05,1968,52,F,0.001707456
TGHTGF05,1968,53,F,0.001822365
TGHTGF05,1968,54,F,0.001835892
TGHTGF05,1968,55,F,0.001869923
TGHTGF05,1968,56,F,0.002067935
TGHTGF05,1968,57,F,0.002205581
TGHTGF05,1968,58,F,0.002272143
TGHTGF05,1968,59,F,0.002370059
TGHTGF05,1968,60,F,0.002406677
TGHTGF05,1968,61,F,0.002433191
TGHTGF05,1968,62,F,0.002449505
TGHTGF05,1968,63,F,0.002486734
TGHTGF05,1968,64,F,0.002670255
TGHTGF05,1968,65,F,0.002813366
TGHTGF05,1968,66,F,0.00301009
TGHTGF05,1968,67,F,0.003198014
TGHTGF05,1968,68,F,0.003419345
TGHTGF05,1968,69,F,0.003642872
TGHTGF05,1968,70,F,0.003943159
TGHTGF05,1968,71,F,0.004246874
TGHTGF05,1968,72,F,0.004522171
TGHTGF05,1968,73,F,0.004951774
TGHTGF05,1968,74,F,0.005365875
TGHTGF05,1968,75,F,0.005862519
TGHTGF05,1968,76,F,0.006411308
TGHTGF05,1968,77,F,0.007069317
TGHTGF05,1968,78,F,0.007785035
TGHTGF05,1968,79,F,0.008650848
TGHTGF05,1968,80,F,0.009662108
TGHTGF05,1968,81,F,0.010894809
TGHTGF05,1968,82,F,0.012384471
TGHTGF05,1968,83,F,0.014171338
TGHTGF05,1968,84,F,0.016384722
TGHTGF05,1968,85,F,0.019109429
TGHTGF05,1968,86,F,0.02252037
