cd_table,generation,age,sexe,qx
TGHTGF05,1994,85,F,0.010120848
TGHTGF05,1994,86,F,0.012230865
TGHTGF05,1994,87,F,0.014950071
TGHTGF05,1994,88,F,0.018362973
TGHTGF05,1994,89,F,0.022530391
TGHTGF05,1994,90,F,0.027468879
TGHTGF05,1994,91,F,0.033012192
TGHTGF05,1994,92,F,0.039005226
TGHTGF05,1994,93,F,0.045170944
TGHTGF05,1994,94,F,0.051827391
TGHTGF05,1994,95,F,0.058969364
TGHTGF05,1994,96,F,0.066553757
TGHTGF05,1994,97,F,0.074625361
TGHTGF05,1994,98,F,0.083166915
TGHTGF05,1994,99,F,0.092136789
TGHTGF05,1994,100,F,0.10159658
TGHTGF05,1994,101,F,0.11148337
TGHTGF05,1994,102,F,0.121837259
TGHTGF05,1994,103,F,0.132642584
TGHTGF05,1994,104,F,0.143851342
TGHTGF05,1994,105,F,0.155535071
TGHTGF05,1994,106,F,0.167659026
TGHTGF05,1994,107,F,0.180208644
TGHTGF05,1994,108,F,0.193208261
TGHTGF05,1994,109,F,0.20657954
TGHTGF05,1994,110,F,0.220493014
TGHTGF05,1994,111,F,0.234625474
TGHTGF05,1994,112,F,0.249428789
TGHTGF05,1994,113,F,0.264586504
TGHTGF05,1994,114,F,0.280096585
TGHTGF05,1994,115,F,0.296118831
TGHTGF05,1994,116,F,0.312457454
TGHTGF05,1994,117,F,0.328712871
TGHTGF05,1994,118,F,0.34660767
TGHTGF05,1994,119,F,0.363431151
TGHTGF05,1994,120,F,1
TGHTGF05,1995,1,F,0.00082
TGHTGF05,1995,2,F,0.000370304
TGHTGF05,1995,3,F,0.00021025
TGHTGF05,1995,4,F,0.000140196
TGHTGF05,1995,5,F,0.00011017
TGHTGF05,1995,6,F,0.000100165
TGHTGF05,1995,7,F,8.01E-05
TGHTGF05,1995,8,F,9.02E-05
TGHTGF05,1995,9,F,8.02E-05
TGHTGF05,1995,10,F,8.02E-05
TGHTGF05,1995,11,F,9.02E-05
TGHTGF05,1995,12,F,9.02E-05
TGHTGF05,1995,13,F,0.000100227
TGHTGF05,1995,14,F,0.00011026
TGHTGF05,1995,15,F,0.000130322
TGHTGF05,1995,16,F,0.000140365
TGHTGF05,1995,17,F,0.000180495
TGHTGF05,1995,18,F,0.000200586
TGHTGF05,1995,19,F,0.00023072
TGHTGF05,1995,20,F,0.000230773
TGHTGF05,1995,21,F,0.000240862
TGHTGF05,1995,22,F,0.00024092
TGHTGF05,1995,23,F,0.000240978
TGHTGF05,1995,24,F,0.000241036
TGHTGF05,1995,25,F,0.000241095
TGHTGF05,1995,26,F,0.000241153
TGHTGF05,1995,27,F,0.000251261
TGHTGF05,1995,28,F,0.000261377
TGHTGF05,1995,29,F,0.000261446
TGHTGF05,1995,30,F,0.000271572
TGHTGF05,1995,31,F,0.000271646
TGHTGF05,1995,32,F,0.000291847
TGHTGF05,1995,33,F,0.000301999
TGHTGF05,1995,34,F,0.00031216
TGHTGF05,1995,35,F,0.000332403
TGHTGF05,1995,36,F,0.000352666
TGHTGF05,1995,37,F,0.00037295
TGHTGF05,1995,38,F,0.00040334
TGHTGF05,1995,39,F,0.000433765
TGHTGF05,1995,40,F,0.000474321
TGHTGF05,1995,41,F,0.00052503
TGHTGF05,1995,42,F,0.000575816
TGHTGF05,1995,43,F,0.000677226
TGHTGF05,1995,44,F,0.000677685
TGHTGF05,1995,45,F,0.000748995
TGHTGF05,1995,46,F,0.000800203
TGHTGF05,1995,47,F,0.000871804
TGHTGF05,1995,48,F,0.000933442
TGHTGF05,1995,49,F,0.001056181
TGHTGF05,1995,50,F,0.001148794
TGHTGF05,1995,51,F,0.00118065
TGHTGF05,1995,52,F,0.001222805
TGHTGF05,1995,53,F,0.001275315
TGHTGF05,1995,54,F,0.001287159
TGHTGF05,1995,55,F,0.001309275
TGHTGF05,1995,56,F,0.001382687
TGHTGF05,1995,57,F,0.001435883
TGHTGF05,1995,58,F,0.00145849
TGHTGF05,1995,59,F,0.001501764
TGHTGF05,1995,60,F,0.001524626
TGHTGF05,1995,61,F,0.001547588
TGHTGF05,1995,62,F,0.001549987
TGHTGF05,1995,63,F,0.001573092
TGHTGF05,1995,64,F,0.001637764
TGHTGF05,1995,65,F,0.001713129
TGHTGF05,1995,66,F,0.001788872
TGHTGF05,1995,67,F,0.001854592
TGHTGF05,1995,68,F,0.001962422
TGHTGF05,1995,69,F,0.002039493
TGHTGF05,1995,70,F,0.002158944
TGHTGF05,1995,71,F,0.002279148
TGHTGF05,1995,72,F,0.002400152
TGHTGF05,1995,73,F,0.002564211
TGHTGF05,1995,74,F,0.002729494
TGHTGF05,1995,75,F,0.002949133
TGHTGF05,1995,76,F,0.003181291
TGHTGF05,1995,77,F,0.003458287
TGHTGF05,1995,78,F,0.003802322
TGHTGF05,1995,79,F,0.004203894
TGHTGF05,1995,80,F,0.004696711
TGHTGF05,1995,81,F,0.005315514
TGHTGF05,1995,82,F,0.006085525
TGHTGF05,1995,83,F,0.007044494
TGHTGF05,1995,84,F,0.008276883
TGHTGF05,1995,85,F,0.009872526
TGHTGF05,1995,86,F,0.011940399
TGHTGF05,1995,87,F,0.014613256
TGHTGF05,1995,88,F,0.017985528
TGHTGF05,1995,89,F,0.022081499
TGHTGF05,1995,90,F,0.026937243
TGHTGF05,1995,91,F,0.032420464
TGHTGF05,1995,92,F,0.038326323
TGHTGF05,1995,93,F,0.044453307
TGHTGF05,1995,94,F,0.051028784
TGHTGF05,1995,95,F,0.05811209
TGHTGF05,1995,96,F,0.065635263
TGHTGF05,1995,97,F,0.073644057
TGHTGF05,1995,98,F,0.082106058
TGHTGF05,1995,99,F,0.091017729
TGHTGF05,1995,100,F,0.100411647
TGHTGF05,1995,101,F,0.110229995
TGHTGF05,1995,102,F,0.120520208
TGHTGF05,1995,103,F,0.131249426
TGHTGF05,1995,104,F,0.142409078
TGHTGF05,1995,105,F,0.154016848
TGHTGF05,1995,106,F,0.166075679
TGHTGF05,1995,107,F,0.178588071
TGHTGF05,1995,108,F,0.191462204
TGHTGF05,1995,109,F,0.204876337
TGHTGF05,1995,110,F,0.218619016
TGHTGF05,1995,111,F,0.232778091
TGHTGF05,1995,112,F,0.247470101
TGHTGF05,1995,113,F,0.262347188
TGHTGF05,1995,114,F,0.278090819
TGHTGF05,1995,115,F,0.293847567
TGHTGF05,1995,116,F,0.310143043
TGHTGF05,1995,117,F,0.327049953
TGHTGF05,1995,118,F,0.344537815
TGHTGF05,1995,119,F,0.361111111
TGHTGF05,1995,120,F,1
TGHTGF05,1996,0,F,0.00262
TGHTGF05,1996,1,F,0.00083218
TGHTGF05,1996,2,F,0.000361246
TGHTGF05,1996,3,F,0.000210803
TGHTGF05,1996,4,F,0.000140565
TGHTGF05,1996,5,F,0.00011046
TGHTGF05,1996,6,F,0.000100429
TGHTGF05,1996,7,F,8.04E-05
TGHTGF05,1996,8,F,9.04E-05
TGHTGF05,1996,9,F,8.04E-05
TGHTGF05,1996,10,F,8.04E-05
TGHTGF05,1996,11,F,8.04E-05
TGHTGF05,1996,12,F,0.00010048
TGHTGF05,1996,13,F,9.04E-05
TGHTGF05,1996,14,F,0.000110549
TGHTGF05,1996,15,F,0.000130664
TGHTGF05,1996,16,F,0.000150786
TGHTGF05,1996,17,F,0.000170916
TGHTGF05,1996,18,F,0.000201112
TGHTGF05,1996,19,F,0.000231325
TGHTGF05,1996,20,F,0.000231379
TGHTGF05,1996,21,F,0.000241495
TGHTGF05,1996,22,F,0.000241553
TGHTGF05,1996,23,F,0.000231544
TGHTGF05,1996,24,F,0.000241668
TGHTGF05,1996,25,F,0.000241726
TGHTGF05,1996,26,F,0.000251859
TGHTGF05,1996,27,F,0.000251922
TGHTGF05,1996,28,F,0.000251986
TGHTGF05,1996,29,F,0.000262131
TGHTGF05,1996,30,F,0.000272284
TGHTGF05,1996,31,F,0.000272359
TGHTGF05,1996,32,F,0.000292613
TGHTGF05,1996,33,F,0.000292699
TGHTGF05,1996,34,F,0.000312976
TGHTGF05,1996,35,F,0.000333273
TGHTGF05,1996,36,F,0.000353589
TGHTGF05,1996,37,F,0.000373926
TGHTGF05,1996,38,F,0.000404396
TGHTGF05,1996,39,F,0.000424787
TGHTGF05,1996,40,F,0.000475559
TGHTGF05,1996,41,F,0.000516278
TGHTGF05,1996,42,F,0.000577315
TGHTGF05,1996,43,F,0.000668856
TGHTGF05,1996,44,F,0.000679444
TGHTGF05,1996,45,F,0.000740793
TGHTGF05,1996,46,F,0.000802275
TGHTGF05,1996,47,F,0.000853737
TGHTGF05,1996,48,F,0.000925672
TGHTGF05,1996,49,F,0.001048709
TGHTGF05,1996,50,F,0.001131349
TGHTGF05,1996,51,F,0.001163242
TGHTGF05,1996,52,F,0.001205459
TGHTGF05,1996,53,F,0.001258055
TGHTGF05,1996,54,F,0.00126988
TGHTGF05,1996,55,F,0.001292003
TGHTGF05,1996,56,F,0.001355278
TGHTGF05,1996,57,F,0.001408523
TGHTGF05,1996,58,F,0.001441397
TGHTGF05,1996,59,F,0.001474409
TGHTGF05,1996,60,F,0.001497238
TGHTGF05,1996,61,F,0.001509824
TGHTGF05,1996,62,F,0.001522464
TGHTGF05,1996,63,F,0.001545531
TGHTGF05,1996,64,F,0.001620645
TGHTGF05,1996,65,F,0.001664898
TGHTGF05,1996,66,F,0.001751058
TGHTGF05,1996,67,F,0.001827218
TGHTGF05,1996,68,F,0.001914246
TGHTGF05,1996,69,F,0.00199128
TGHTGF05,1996,70,F,0.002110768
TGHTGF05,1996,71,F,0.002220468
TGHTGF05,1996,72,F,0.002351973
TGHTGF05,1996,73,F,0.002494952
TGHTGF05,1996,74,F,0.002670765
TGHTGF05,1996,75,F,0.002869197
TGHTGF05,1996,76,F,0.003090597
TGHTGF05,1996,77,F,0.003378126
TGHTGF05,1996,78,F,0.003689918
TGHTGF05,1996,79,F,0.004101935
TGHTGF05,1996,80,F,0.004572874
TGHTGF05,1996,81,F,0.005169474
TGHTGF05,1996,82,F,0.005927753
TGHTGF05,1996,83,F,0.006863606
TGHTGF05,1996,84,F,0.008061038
TGHTGF05,1996,85,F,0.009631463
TGHTGF05,1996,86,F,0.011672407
TGHTGF05,1996,87,F,0.014293036
TGHTGF05,1996,88,F,0.017596765
TGHTGF05,1996,89,F,0.021628424
TGHTGF05,1996,90,F,0.026434101
TGHTGF05,1996,91,F,0.031843831
TGHTGF05,1996,92,F,0.037673766
TGHTGF05,1996,93,F,0.043720844
TGHTGF05,1996,94,F,0.050251535
TGHTGF05,1996,95,F,0.057258759
TGHTGF05,1996,96,F,0.064729828
TGHTGF05,1996,97,F,0.072668597
TGHTGF05,1996,98,F,0.081057929
TGHTGF05,1996,99,F,0.089936301
TGHTGF05,1996,100,F,0.099229637
TGHTGF05,1996,101,F,0.109000024
TGHTGF05,1996,102,F,0.119223611
TGHTGF05,1996,103,F,0.129897965
TGHTGF05,1996,104,F,0.140963814
TGHTGF05,1996,105,F,0.152544426
TGHTGF05,1996,106,F,0.16451413
TGHTGF05,1996,107,F,0.1769437
TGHTGF05,1996,108,F,0.189826045
TGHTGF05,1996,109,F,0.203079555
TGHTGF05,1996,110,F,0.216723916
TGHTGF05,1996,111,F,0.230916815
TGHTGF05,1996,112,F,0.24554526
TGHTGF05,1996,113,F,0.260510156
TGHTGF05,1996,114,F,0.275950176
TGHTGF05,1996,115,F,0.291574768
TGHTGF05,1996,116,F,0.308219178
TGHTGF05,1996,117,F,0.324932493
TGHTGF05,1996,118,F,0.341333333
TGHTGF05,1996,119,F,0.360323887
TGHTGF05,1996,120,F,1
TGHTGF05,1997,0,F,0.00261
TGHTGF05,1997,1,F,0.000832172
TGHTGF05,1997,2,F,0.000361243
TGHTGF05,1997,3,F,0.000210801
TGHTGF05,1997,4,F,0.000140564
TGHTGF05,1997,5,F,0.000110458
TGHTGF05,1997,6,F,0.000100428
TGHTGF05,1997,7,F,8.04E-05
TGHTGF05,1997,8,F,9.04E-05
TGHTGF05,1997,9,F,8.04E-05
TGHTGF05,1997,10,F,8.04E-05
TGHTGF05,1997,11,F,9.04E-05
TGHTGF05,1997,12,F,9.04E-05
TGHTGF05,1997,13,F,9.04E-05
TGHTGF05,1997,14,F,0.000120598
TGHTGF05,1997,15,F,0.000120613
TGHTGF05,1997,16,F,0.000150784
TGHTGF05,1997,17,F,0.000170914
TGHTGF05,1997,18,F,0.00020111
TGHTGF05,1997,19,F,0.000231323
TGHTGF05,1997,20,F,0.000231377
TGHTGF05,1997,21,F,0.000241492
TGHTGF05,1997,22,F,0.000231486
TGHTGF05,1997,23,F,0.000241607
TGHTGF05,1997,24,F,0.000241665
TGHTGF05,1997,25,F,0.000241723
TGHTGF05,1997,26,F,0.000251856
TGHTGF05,1997,27,F,0.000241843
TGHTGF05,1997,28,F,0.00026206
TGHTGF05,1997,29,F,0.000252047
TGHTGF05,1997,30,F,0.000272279
TGHTGF05,1997,31,F,0.000272353
TGHTGF05,1997,32,F,0.000292607
TGHTGF05,1997,33,F,0.000302786
TGHTGF05,1997,34,F,0.000312973
TGHTGF05,1997,35,F,0.00032317
TGHTGF05,1997,36,F,0.000353582
TGHTGF05,1997,37,F,0.000373919
TGHTGF05,1997,38,F,0.000394278
TGHTGF05,1997,39,F,0.000434888
TGHTGF05,1997,40,F,0.000465432
TGHTGF05,1997,41,F,0.000516262
TGHTGF05,1997,42,F,0.000567169
TGHTGF05,1997,43,F,0.000668829
TGHTGF05,1997,44,F,0.000669276
TGHTGF05,1997,45,F,0.000740756
TGHTGF05,1997,46,F,0.000792079
TGHTGF05,1997,47,F,0.000853685
TGHTGF05,1997,48,F,0.000915444
TGHTGF05,1997,49,F,0.001038453
TGHTGF05,1997,50,F,0.001110873
TGHTGF05,1997,51,F,0.00115292
TGHTGF05,1997,52,F,0.001195109
TGHTGF05,1997,53,F,0.001237447
TGHTGF05,1997,54,F,0.001249219
TGHTGF05,1997,55,F,0.001271286
TGHTGF05,1997,56,F,0.001334497
TGHTGF05,1997,57,F,0.001387675
TGHTGF05,1997,58,F,0.00141019
TGHTGF05,1997,59,F,0.001453413
TGHTGF05,1997,60,F,0.001465852
TGHTGF05,1997,61,F,0.00148868
TGHTGF05,1997,62,F,0.001490899
TGHTGF05,1997,63,F,0.001513863
TGHTGF05,1997,64,F,0.001588851
TGHTGF05,1997,65,F,0.001643385
TGHTGF05,1997,66,F,0.0017086
TGHTGF05,1997,67,F,0.001784577
TGHTGF05,1997,68,F,0.001871406
TGHTGF05,1997,69,F,0.001948236
TGHTGF05,1997,70,F,0.002067482
TGHTGF05,1997,71,F,0.002166414
TGHTGF05,1997,72,F,0.002287051
TGHTGF05,1997,73,F,0.002440184
TGHTGF05,1997,74,F,0.002594405
TGHTGF05,1997,75,F,0.002802875
TGHTGF05,1997,76,F,0.003013042
TGHTGF05,1997,77,F,0.003278443
TGHTGF05,1997,78,F,0.003599936
TGHTGF05,1997,79,F,0.00398929
TGHTGF05,1997,80,F,0.004447899
TGHTGF05,1997,81,F,0.005042509
TGHTGF05,1997,82,F,0.005765605
TGHTGF05,1997,83,F,0.006686983
TGHTGF05,1997,84,F,0.007868715
TGHTGF05,1997,85,F,0.009388314
TGHTGF05,1997,86,F,0.011397451
TGHTGF05,1997,87,F,0.013970922
TGHTGF05,1997,88,F,0.017221518
TGHTGF05,1997,89,F,0.021203774
TGHTGF05,1997,90,F,0.025926281
TGHTGF05,1997,91,F,0.03127574
TGHTGF05,1997,92,F,0.037019176
TGHTGF05,1997,93,F,0.043015287
TGHTGF05,1997,94,F,0.049493225
TGHTGF05,1997,95,F,0.056416795
TGHTGF05,1997,96,F,0.063828154
TGHTGF05,1997,97,F,0.071722622
TGHTGF05,1997,98,F,0.080038164
TGHTGF05,1997,99,F,0.088845356
TGHTGF05,1997,100,F,0.098077653
TGHTGF05,1997,101,F,0.107784711
TGHTGF05,1997,102,F,0.117950599
TGHTGF05,1997,103,F,0.12852646
TGHTGF05,1997,104,F,0.139610168
TGHTGF05,1997,105,F,0.151055487
TGHTGF05,1997,106,F,0.162957779
TGHTGF05,1997,107,F,0.175342771
TGHTGF05,1997,108,F,0.188158962
TGHTGF05,1997,109,F,0.201381951
TGHTGF05,1997,110,F,0.2149484
TGHTGF05,1997,111,F,0.229053247
TGHTGF05,1997,112,F,0.2437134
TGHTGF05,1997,113,F,0.258483261
TGHTGF05,1997,114,F,0.273955774
TGHTGF05,1997,115,F,0.289763113
TGHTGF05,1997,116,F,0.305539011
TGHTGF05,1997,117,F,0.322469983
TGHTGF05,1997,118,F,0.339240506
TGHTGF05,1997,119,F,0.358237548
TGHTGF05,1997,120,F,1
TGHTGF05,1998,0,F,0.00261
TGHTGF05,1998,1,F,0.000822146
TGHTGF05,1998,2,F,0.000361239
TGHTGF05,1998,3,F,0.000210799
TGHTGF05,1998,4,F,0.000140562
TGHTGF05,1998,5,F,0.000110457
TGHTGF05,1998,6,F,0.000100427
TGHTGF05,1998,7,F,9.04E-05
TGHTGF05,1998,8,F,8.04E-05
TGHTGF05,1998,9,F,8.04E-05
TGHTGF05,1998,10,F,8.04E-05
TGHTGF05,1998,11,F,9.04E-05
TGHTGF05,1998,12,F,9.04E-05
TGHTGF05,1998,13,F,0.000100488
TGHTGF05,1998,14,F,0.000110548
TGHTGF05,1998,15,F,0.000120612
TGHTGF05,1998,16,F,0.000150783
TGHTGF05,1998,17,F,0.000170913
TGHTGF05,1998,18,F,0.000201108
TGHTGF05,1998,19,F,0.000231321
TGHTGF05,1998,20,F,0.000231374
TGHTGF05,1998,21,F,0.00024149
TGHTGF05,1998,22,F,0.000231484
TGHTGF05,1998,23,F,0.000241604
TGHTGF05,1998,24,F,0.000241663
TGHTGF05,1998,25,F,0.000241721
TGHTGF05,1998,26,F,0.000241779
TGHTGF05,1998,27,F,0.000251915
TGHTGF05,1998,28,F,0.000251978
TGHTGF05,1998,29,F,0.000262123
TGHTGF05,1998,30,F,0.000272276
TGHTGF05,1998,31,F,0.00027235
TGHTGF05,1998,32,F,0.000282514
TGHTGF05,1998,33,F,0.00030278
TGHTGF05,1998,34,F,0.000312967
TGHTGF05,1998,35,F,0.000323164
TGHTGF05,1998,36,F,0.000353575
TGHTGF05,1998,37,F,0.000363805
TGHTGF05,1998,38,F,0.000404375
TGHTGF05,1998,39,F,0.000424766
TGHTGF05,1998,40,F,0.000475535
TGHTGF05,1998,41,F,0.000506129
TGHTGF05,1998,42,F,0.000567152
TGHTGF05,1998,43,F,0.000658675
TGHTGF05,1998,44,F,0.000669249
TGHTGF05,1998,45,F,0.000730579
TGHTGF05,1998,46,F,0.000792039
TGHTGF05,1998,47,F,0.000833316
TGHTGF05,1998,48,F,0.000915378
TGHTGF05,1998,49,F,0.001018019
TGHTGF05,1998,50,F,0.001100581
TGHTGF05,1998,51,F,0.001142601
TGHTGF05,1998,52,F,0.001174548
TGHTGF05,1998,53,F,0.001216831
TGHTGF05,1998,54,F,0.001238789
TGHTGF05,1998,55,F,0.001250577
TGHTGF05,1998,56,F,0.001313723
TGHTGF05,1998,57,F,0.001356559
TGHTGF05,1998,58,F,0.001389275
TGHTGF05,1998,59,F,0.001422123
TGHTGF05,1998,60,F,0.001444788
TGHTGF05,1998,61,F,0.001457214
TGHTGF05,1998,62,F,0.00146969
TGHTGF05,1998,63,F,0.001492584
TGHTGF05,1998,64,F,0.001546718
TGHTGF05,1998,65,F,0.001611495
TGHTGF05,1998,66,F,0.001676577
TGHTGF05,1998,67,F,0.00175241
TGHTGF05,1998,68,F,0.001828631
TGHTGF05,1998,69,F,0.00190526
TGHTGF05,1998,70,F,0.002013782
TGHTGF05,1998,71,F,0.002122941
TGHTGF05,1998,72,F,0.002232778
TGHTGF05,1998,73,F,0.002374996
TGHTGF05,1998,74,F,0.002528779
TGHTGF05,1998,75,F,0.002726125
TGHTGF05,1998,76,F,0.002935671
TGHTGF05,1998,77,F,0.003200341
TGHTGF05,1998,78,F,0.003499572
TGHTGF05,1998,79,F,0.00387701
TGHTGF05,1998,80,F,0.00434492
TGHTGF05,1998,81,F,0.004894476
TGHTGF05,1998,82,F,0.005614982
TGHTGF05,1998,83,F,0.006522144
TGHTGF05,1998,84,F,0.007666465
TGHTGF05,1998,85,F,0.009168711
TGHTGF05,1998,86,F,0.01112443
TGHTGF05,1998,87,F,0.013662626
TGHTGF05,1998,88,F,0.016849674
TGHTGF05,1998,89,F,0.020783439
TGHTGF05,1998,90,F,0.025436064
TGHTGF05,1998,91,F,0.030702936
TGHTGF05,1998,92,F,0.03638637
TGHTGF05,1998,93,F,0.042321454
TGHTGF05,1998,94,F,0.048721739
TGHTGF05,1998,95,F,0.05560511
TGHTGF05,1998,96,F,0.062961778
TGHTGF05,1998,97,F,0.070752723
TGHTGF05,1998,98,F,0.079044053
TGHTGF05,1998,99,F,0.087765957
TGHTGF05,1998,100,F,0.0969596
TGHTGF05,1998,101,F,0.106586108
TGHTGF05,1998,102,F,0.116669248
TGHTGF05,1998,103,F,0.127228099
TGHTGF05,1998,104,F,0.138208116
TGHTGF05,1998,105,F,0.1496115
TGHTGF05,1998,106,F,0.161450957
TGHTGF05,1998,107,F,0.173794606
TGHTGF05,1998,108,F,0.186482031
TGHTGF05,1998,109,F,0.199643349
TGHTGF05,1998,110,F,0.213287422
TGHTGF05,1998,111,F,0.227214212
TGHTGF05,1998,112,F,0.241712477
TGHTGF05,1998,113,F,0.25659051
TGHTGF05,1998,114,F,0.271867612
TGHTGF05,1998,115,F,0.287743506
TGHTGF05,1998,116,F,0.303703704
TGHTGF05,1998,117,F,0.319967267
TGHTGF05,1998,118,F,0.338146811
TGHTGF05,1998,119,F,0.354545455
TGHTGF05,1998,120,F,1
TGHTGF05,1999,0,F,0.0026
TGHTGF05,1999,1,F,0.000822138
TGHTGF05,1999,2,F,0.000361235
TGHTGF05,1999,3,F,0.000210797
TGHTGF05,1999,4,F,0.000150601
TGHTGF05,1999,5,F,0.000110457
TGHTGF05,1999,6,F,9.04E-05
TGHTGF05,1999,7,F,9.04E-05
TGHTGF05,1999,8,F,8.04E-05
TGHTGF05,1999,9,F,8.04E-05
TGHTGF05,1999,10,F,8.04E-05
TGHTGF05,1999,11,F,9.04E-05
TGHTGF05,1999,12,F,9.04E-05
TGHTGF05,1999,13,F,0.000100487
TGHTGF05,1999,14,F,0.000110547
TGHTGF05,1999,15,F,0.00012061
TGHTGF05,1999,16,F,0.000150781
TGHTGF05,1999,17,F,0.000170911
TGHTGF05,1999,18,F,0.000201106
TGHTGF05,1999,19,F,0.000231319
TGHTGF05,1999,20,F,0.000231372
TGHTGF05,1999,21,F,0.000241488
TGHTGF05,1999,22,F,0.000231481
TGHTGF05,1999,23,F,0.000241602
TGHTGF05,1999,24,F,0.00024166
TGHTGF05,1999,25,F,0.000241719
TGHTGF05,1999,26,F,0.000241777
TGHTGF05,1999,27,F,0.000251912
TGHTGF05,1999,28,F,0.000251975
TGHTGF05,1999,29,F,0.000262121
TGHTGF05,1999,30,F,0.000262189
TGHTGF05,1999,31,F,0.000272345
TGHTGF05,1999,32,F,0.000292598
TGHTGF05,1999,33,F,0.000292684
TGHTGF05,1999,34,F,0.000312961
TGHTGF05,1999,35,F,0.000323157
TGHTGF05,1999,36,F,0.000353567
TGHTGF05,1999,37,F,0.000363798
TGHTGF05,1999,38,F,0.000404367
TGHTGF05,1999,39,F,0.000424757
TGHTGF05,1999,40,F,0.000465408
TGHTGF05,1999,41,F,0.000506114
TGHTGF05,1999,42,F,0.000567135
TGHTGF05,1999,43,F,0.000648522
TGHTGF05,1999,44,F,0.000669222
TGHTGF05,1999,45,F,0.000720403
TGHTGF05,1999,46,F,0.000781845
TGHTGF05,1999,47,F,0.000833266
TGHTGF05,1999,48,F,0.000905152
TGHTGF05,1999,49,F,0.001007767
TGHTGF05,1999,50,F,0.001090301
TGHTGF05,1999,51,F,0.001122094
TGHTGF05,1999,52,F,0.001153991
TGHTGF05,1999,53,F,0.001206445
TGHTGF05,1999,54,F,0.001218139
TGHTGF05,1999,55,F,0.001229874
TGHTGF05,1999,56,F,0.001292957
TGHTGF05,1999,57,F,0.001335731
TGHTGF05,1999,58,F,0.001368383
TGHTGF05,1999,59,F,0.001390864
TGHTGF05,1999,60,F,0.001423752
TGHTGF05,1999,61,F,0.001425782
TGHTGF05,1999,62,F,0.001448511
TGHTGF05,1999,63,F,0.001460973
TGHTGF05,1999,64,F,0.001514994
TGHTGF05,1999,65,F,0.001579647
TGHTGF05,1999,66,F,0.0016446
TGHTGF05,1999,67,F,0.001709865
TGHTGF05,1999,68,F,0.001785901
TGHTGF05,1999,69,F,0.001872796
TGHTGF05,1999,70,F,0.001960168
TGHTGF05,1999,71,F,0.002069045
TGHTGF05,1999,72,F,0.00217858
TGHTGF05,1999,73,F,0.002320455
TGHTGF05,1999,74,F,0.002473861
TGHTGF05,1999,75,F,0.002649568
TGHTGF05,1999,76,F,0.002858509
TGHTGF05,1999,77,F,0.003111812
TGHTGF05,1999,78,F,0.00341016
TGHTGF05,1999,79,F,0.003775811
TGHTGF05,1999,80,F,0.004220818
TGHTGF05,1999,81,F,0.00477936
TGHTGF05,1999,82,F,0.005465075
TGHTGF05,1999,83,F,0.00634723
TGHTGF05,1999,84,F,0.007476225
TGHTGF05,1999,85,F,0.008939352
TGHTGF05,1999,86,F,0.01086422
TGHTGF05,1999,87,F,0.013356536
TGHTGF05,1999,88,F,0.016503653
TGHTGF05,1999,89,F,0.020355641
TGHTGF05,1999,90,F,0.024950966
TGHTGF05,1999,91,F,0.030161168
TGHTGF05,1999,92,F,0.035762772
TGHTGF05,1999,93,F,0.041625927
TGHTGF05,1999,94,F,0.047977256
TGHTGF05,1999,95,F,0.054795891
TGHTGF05,1999,96,F,0.062084291
TGHTGF05,1999,97,F,0.069836409
TGHTGF05,1999,98,F,0.078042695
TGHTGF05,1999,99,F,0.086716283
TGHTGF05,1999,100,F,0.095834877
TGHTGF05,1999,101,F,0.105423675
TGHTGF05,1999,102,F,0.115430607
TGHTGF05,1999,103,F,0.125920387
TGHTGF05,1999,104,F,0.136821323
TGHTGF05,1999,105,F,0.148177798
TGHTGF05,1999,106,F,0.159991049
TGHTGF05,1999,107,F,0.172189664
TGHTGF05,1999,108,F,0.184901532
TGHTGF05,1999,109,F,0.197947098
TGHTGF05,1999,110,F,0.211557393
TGHTGF05,1999,111,F,0.225496317
TGHTGF05,1999,112,F,0.239883927
TGHTGF05,1999,113,F,0.254718982
TGHTGF05,1999,114,F,0.269778031
TGHTGF05,1999,115,F,0.285658613
TGHTGF05,1999,116,F,0.301691217
TGHTGF05,1999,117,F,0.31796875
TGHTGF05,1999,118,F,0.335624284
TGHTGF05,1999,119,F,0.351724138
TGHTGF05,1999,120,F,1
TGHTGF05,2000,0,F,0.00259
TGHTGF05,2000,1,F,0.000822129
TGHTGF05,2000,2,F,0.000371266
TGHTGF05,2000,3,F,0.000200759
TGHTGF05,2000,4,F,0.000150599
TGHTGF05,2000,5,F,0.000110456
TGHTGF05,2000,6,F,9.04E-05
TGHTGF05,2000,7,F,9.04E-05
TGHTGF05,2000,8,F,8.04E-05
TGHTGF05,2000,9,F,8.04E-05
TGHTGF05,2000,10,F,8.04E-05
TGHTGF05,2000,11,F,9.04E-05
TGHTGF05,2000,12,F,9.04E-05
TGHTGF05,2000,13,F,0.000100486
TGHTGF05,2000,14,F,0.000110546
TGHTGF05,2000,15,F,0.000120609
TGHTGF05,2000,16,F,0.00015078
TGHTGF05,2000,17,F,0.000170909
TGHTGF05,2000,18,F,0.000201104
TGHTGF05,2000,19,F,0.000231316
TGHTGF05,2000,20,F,0.00023137
TGHTGF05,2000,21,F,0.000241485
TGHTGF05,2000,22,F,0.000231479
TGHTGF05,2000,23,F,0.000241599
TGHTGF05,2000,24,F,0.000231589
