cd_table,cd_trajectoire,dt_trajectoire,cd_ct_ref,maturite,cd_choc_s2_gse,tzc
reel 2212 officielle,reel,2022-12-31,officielle,113,RATES_UP,0.0423
reel 2212 officielle,reel,2022-12-31,officielle,114,RATES_UP,0.04232
reel 2212 officielle,reel,2022-12-31,officielle,115,RATES_UP,0.04234
reel 2212 officielle,reel,2022-12-31,officielle,116,RATES_UP,0.04236
reel 2212 officielle,reel,2022-12-31,officielle,117,RATES_UP,0.04237
reel 2212 officielle,reel,2022-12-31,officielle,118,RATES_UP,0.04239
reel 2212 officielle,reel,2022-12-31,officielle,119,RATES_UP,0.04241
reel 2212 officielle,reel,2022-12-31,officielle,120,RATES_UP,0.04243
reel 2212 officielle,reel,2022-12-31,officielle,121,RATES_UP,0.04245
reel 2212 officielle,reel,2022-12-31,officielle,122,RATES_UP,0.04246
reel 2212 officielle,reel,2022-12-31,officielle,123,RATES_UP,0.04248
reel 2212 officielle,reel,2022-12-31,officielle,124,RATES_UP,0.04249
reel 2212 officielle,reel,2022-12-31,officielle,125,RATES_UP,0.04251
reel 2212 officielle,reel,2022-12-31,officielle,126,RATES_UP,0.04253
reel 2212 officielle,reel,2022-12-31,officielle,127,RATES_UP,0.04254
reel 2212 officielle,reel,2022-12-31,officielle,128,RATES_UP,0.04256
reel 2212 officielle,reel,2022-12-31,officielle,129,RATES_UP,0.04257
reel 2212 officielle,reel,2022-12-31,officielle,130,RATES_UP,0.04259
reel 2212 officielle,reel,2022-12-31,officielle,131,RATES_UP,0.0426
reel 2212 officielle,reel,2022-12-31,officielle,132,RATES_UP,0.04262
reel 2212 officielle,reel,2022-12-31,officielle,133,RATES_UP,0.04263
reel 2212 officielle,reel,2022-12-31,officielle,134,RATES_UP,0.04264
reel 2212 officielle,reel,2022-12-31,officielle,135,RATES_UP,0.04266
reel 2212 officielle,reel,2022-12-31,officielle,136,RATES_UP,0.04267
reel 2212 officielle,reel,2022-12-31,officielle,137,RATES_UP,0.04268
reel 2212 officielle,reel,2022-12-31,officielle,138,RATES_UP,0.0427
reel 2212 officielle,reel,2022-12-31,officielle,139,RATES_UP,0.04271
reel 2212 officielle,reel,2022-12-31,officielle,140,RATES_UP,0.04272
reel 2212 officielle,reel,2022-12-31,officielle,141,RATES_UP,0.04274
reel 2212 officielle,reel,2022-12-31,officielle,142,RATES_UP,0.04275
reel 2212 officielle,reel,2022-12-31,officielle,143,RATES_UP,0.04276
reel 2212 officielle,reel,2022-12-31,officielle,144,RATES_UP,0.04277
reel 2212 officielle,reel,2022-12-31,officielle,145,RATES_UP,0.04278
reel 2212 officielle,reel,2022-12-31,officielle,146,RATES_UP,0.0428
reel 2212 officielle,reel,2022-12-31,officielle,147,RATES_UP,0.04281
reel 2212 officielle,reel,2022-12-31,officielle,148,RATES_UP,0.04282
reel 2212 officielle,reel,2022-12-31,officielle,149,RATES_UP,0.04283
reel 2212 officielle,reel,2022-12-31,officielle,150,RATES_UP,0.04284
