cd_table,cd_trajectoire,dt_trajectoire,scenario,cd_classe_actif,cd_choc_s2_gse,maturite,period,tzc
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,0,0.03176
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,1,0.0342492
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,2,0.0304819
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,3,0.0305299
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,4,0.0314423
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,5,0.0315735
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,6,0.0319386
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,7,0.0334135
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,8,0.0347838
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,9,0.0359295
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,10,0.0374423
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,11,0.0359011
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,12,0.0368853
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,13,0.0372708
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,14,0.0362377
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,15,0.0342051
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,16,0.0329156
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,17,0.0334348
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,18,0.034794
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,19,0.0374055
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,20,0.0407521
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,21,0.0441321
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,22,0.0474566
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,23,0.0506654
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,24,0.0534753
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,25,0.0567856
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,26,0.0594329
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,27,0.0623864
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,28,0.0649272
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,29,0.0675284
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,30,0.0703831
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,31,0.072444
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,32,0.0754455
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,33,0.0774959
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,34,0.0802594
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,35,0.0826263
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,36,0.0846663
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,37,0.0874171
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,38,0.0893532
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,39,0.0916786
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,40,0.0940847
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,41,0.0965079
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,42,0.0984587
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,43,0.1008494
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,44,0.1032166
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,45,0.1050444
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,46,0.1078133
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,47,0.1090093
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,48,0.1118392
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,49,0.1137227
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,1,50,0.1158903
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,0,0.03295
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,1,0.0323112
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,2,0.0304576
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,3,0.0308774
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,4,0.0314123
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,5,0.0316747
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,6,0.0326057
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,7,0.0340264
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,8,0.0352988
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,9,0.0366275
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,10,0.0366119
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,11,0.0363342
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,12,0.0370217
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,13,0.0367044
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,14,0.0351878
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,15,0.0335274
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,16,0.0331091
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,17,0.0340671
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,18,0.0360416
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,19,0.039053
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,20,0.0423971
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,21,0.0457294
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,22,0.0489668
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,23,0.0520496
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,24,0.055077
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,25,0.0580753
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,26,0.0609192
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,27,0.0636336
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,28,0.0662017
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,29,0.0689952
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,30,0.0713852
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,31,0.0739575
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,32,0.0764591
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,33,0.0788676
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,34,0.0814681
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,35,0.0836408
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,36,0.0860685
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,37,0.0884222
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,38,0.090548
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,39,0.0928684
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,40,0.095275
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,41,0.0974706
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,42,0.0996385
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,43,0.1020257
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,44,0.1041427
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,45,0.1064511
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,46,0.1084543
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,47,0.1103974
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,48,0.1126983
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,49,0.1148366
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,2,50,0.1169929
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,0,0.03203
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,1,0.0316247
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,2,0.0306599
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,3,0.0309251
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,4,0.0314291
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,5,0.0321162
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,6,0.0332031
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,7,0.0345425
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,8,0.0359075
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,9,0.03628
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,10,0.0365958
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,11,0.0365422
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,12,0.0366643
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,13,0.0357915
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,14,0.0343647
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,15,0.0334104
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,16,0.033566
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,17,0.0350846
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,18,0.0375328
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,19,0.040676
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,20,0.0439904
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,21,0.0472473
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,22,0.05037
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,23,0.0535659
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,24,0.0564545
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,25,0.0594836
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,26,0.0622387
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,27,0.0648926
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,28,0.0675948
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,29,0.0701511
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,30,0.0727215
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,31,0.0751369
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,32,0.0777059
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,33,0.0801234
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,34,0.0825465
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,35,0.084911
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,36,0.0872056
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,37,0.089556
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,38,0.0917405
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,39,0.0940555
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,40,0.0963093
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,41,0.0985756
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,42,0.1008146
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,43,0.1030336
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,44,0.1053896
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,45,0.1073477
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,46,0.1095957
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,47,0.1114311
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,48,0.1137238
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,49,0.1159436
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,3,50,0.1178966
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,0,0.03152
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,1,0.0314207
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,2,0.0306942
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,3,0.0309329
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,4,0.0317128
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,5,0.0325906
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,6,0.0337105
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,7,0.0351046
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,8,0.0357558
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,9,0.0362814
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,10,0.0366143
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,11,0.0363238
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,12,0.0359236
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,13,0.0349622
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,14,0.0340193
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,15,0.0336311
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,16,0.0343778
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,17,0.0363806
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,18,0.0390665
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,19,0.0422537
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,20,0.0455112
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,21,0.0486649
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,22,0.051845
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,23,0.0549477
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,24,0.0578645
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,25,0.0607964
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,26,0.0635254
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,27,0.0662438
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,28,0.0687844
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,29,0.0714797
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,30,0.0738911
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,31,0.0764079
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,32,0.0789241
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,33,0.0812524
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,34,0.083784
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,35,0.0860466
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,36,0.088373
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,37,0.0907207
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,38,0.0929306
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,39,0.095125
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,40,0.0974111
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,41,0.0997134
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,42,0.1018637
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,43,0.1042398
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,44,0.1063345
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,45,0.1084916
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,46,0.1105967
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,47,0.1125009
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,48,0.1147857
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,49,0.1169
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,4,50,0.1188831
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,0,0.03131
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,1,0.0312297
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,2,0.0306892
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,3,0.0311286
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,4,0.0320613
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,5,0.03302
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,6,0.0342383
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,7,0.0350586
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,8,0.035788
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,9,0.0362875
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,10,0.0363506
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,11,0.0357271
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,12,0.0351659
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,13,0.0345035
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,14,0.0340233
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,15,0.0342181
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,16,0.035477
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,17,0.0377727
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,18,0.0405859
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,19,0.0437656
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,20,0.0469388
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,21,0.0501209
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,22,0.0532147
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,23,0.0563466
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,24,0.0591872
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,25,0.0620779
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,26,0.0648701
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,27,0.067446
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,28,0.0700926
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,29,0.0726777
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,30,0.0751342
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,31,0.0776462
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,32,0.0800523
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,33,0.0824833
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,34,0.0849265
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,35,0.0872056
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,36,0.0895514
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,37,0.0918963
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,38,0.0940265
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,39,0.0962326
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,40,0.0985373
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,41,0.1007635
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,42,0.1030541
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,43,0.1052198
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,44,0.1074582
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,45,0.1095221
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,46,0.1116413
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,47,0.1135812
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,48,0.1157431
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,49,0.1179019
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,5,50,0.1198981
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,0,0.0311
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,1,0.0310685
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,2,0.0308345
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,3,0.0313834
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,4,0.0323941
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,5,0.0334738
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,6,0.0342545
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,7,0.0351148
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,8,0.0357996
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,9,0.0360492
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,10,0.0357726
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,11,0.0350548
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,12,0.0346807
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,13,0.0343618
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,14,0.0343946
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,15,0.0351094
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,16,0.0367074
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,17,0.0391866
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,18,0.0420585
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,19,0.0451909
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,20,0.0483849
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,21,0.0514842
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,22,0.0545905
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,23,0.057671
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,24,0.060472
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,25,0.063403
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,26,0.0660891
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,27,0.0687401
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,28,0.0712937
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,29,0.073927
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,30,0.0763565
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,31,0.0788031
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,32,0.0812627
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,33,0.083633
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,34,0.0860859
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,35,0.0883755
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,36,0.0907343
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,37,0.093
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,38,0.0951461
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,39,0.0973572
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,40,0.0995917
gse_2212_ssva,reel,2022-12-31,1,OBLIGATION,CENTRAL,6,41,0.1019297
